Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-145-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-150-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-173-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-178-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
NC_058068.1:13080935-13084381	Cluster_2989	N	1209	1952	3026	2329	1184
NC_058068.1:13086056-13086549	Cluster_2990	N	3	13	1	8	2035
NC_058068.1:13098384-13098811	Cluster_2991	N	3	24	4	111	0
NC_058068.1:13105653-13107307	Cluster_2992	N	2283	3962	3299	2291	43
NC_058068.1:13109373-13110019	Cluster_2993	N	57	5	28	453	2
NC_058068.1:13110213-13110743	Cluster_2994	N	50	49	55	3041	13
NC_058068.1:13110857-13112247	Cluster_2995	N	65	63	62	2683	25
NC_058068.1:13112351-13112906	Cluster_2996	N	11	22	14	2868	5
NC_058068.1:13113426-13113855	Cluster_2997	N	1	2	3	1937	0
NC_058068.1:13114598-13115568	Cluster_2998	N	244	825	956	3246	24
NC_058068.1:13119436-13119863	Cluster_2999	N	1	55	132	41	1
NC_058068.1:13137464-13138170	Cluster_3000	N	34	4985	1601	1206	2222
NC_058068.1:13141938-13142364	Cluster_3001	N	6	3	425	12	2
NC_058068.1:13179162-13179885	Cluster_3002	N	298	12	205	230	248
NC_058068.1:13182058-13184019	Cluster_3003	N	2972	46	1519	1488	1037
NC_058068.1:13186180-13187317	Cluster_3004	N	510	4383	266	12	917
NC_058068.1:13202551-13202979	Cluster_3005	N	18	11	177	42	19
NC_058068.1:13230385-13230814	Cluster_3006	N	225	162	136	53	80
NC_058068.1:13234276-13235010	Cluster_3007	N	24	3040	483	3	7411
NC_058068.1:13235106-13235617	Cluster_3008	N	10	788	139	0	158
NC_058068.1:13246077-13246527	Cluster_3009	N	57	86	177	117	0
NC_058068.1:13254071-13254532	Cluster_3010	N	8	15	629	11	0
NC_058068.1:13262981-13263413	Cluster_3011	N	4	3	1	246	2
NC_058068.1:13342887-13343314	Cluster_3012	N	0	0	0	108	0
NC_058068.1:13345379-13345879	Cluster_3013	N	219	84	31	174	18
NC_058068.1:13347791-13349529	Cluster_3014	N	569	2405	351	531	1084
NC_058068.1:13349731-13350280	Cluster_3015	N	8	223	81	96	22
NC_058068.1:13487922-13488681	Cluster_3016	N	138	2	287	437	1
NC_058068.1:13488951-13489721	Cluster_3017	N	198	0	317	249	1
NC_058068.1:13547463-13547889	Cluster_3018	N	0	0	8	111	0
NC_058068.1:13648443-13648874	Cluster_3019	N	79	173	5	5	1
NC_058068.1:13673656-13674086	Cluster_3020	N	12	27	673	323	140
NC_058068.1:13688042-13688587	Cluster_3021	N	621	384	402	446	61
NC_058068.1:13695226-13695654	Cluster_3022	N	3	5	2	455	1
NC_058068.1:13709736-13710155	Cluster_3023	N	14	16	50	42	2
NC_058068.1:13710572-13710999	Cluster_3024	N	49	13	97	54	34
NC_058068.1:13718471-13718901	Cluster_3025	N	2	7	221	0	3
NC_058068.1:13719671-13720097	Cluster_3026	N	68	25	34	22	32
NC_058068.1:13728992-13729420	Cluster_3027	N	45	212	9	21	35
NC_058068.1:13811957-13812384	Cluster_3028	N	164	9	11	4	3
NC_058068.1:13817896-13818323	Cluster_3029	N	18	56	2	39	0
NC_058068.1:13826892-13827308	Cluster_3030	N	58	42	3	11	50
NC_058068.1:13835817-13836231	Cluster_3031	N	0	0	25	1	83
NC_058068.1:13856058-13856490	Cluster_3032	N	171	611	2	1	76
NC_058068.1:13856854-13857271	Cluster_3033	N	65	125	63	65	123
NC_058068.1:13858904-13859924	Cluster_3034	N	797	2484	4617	279	1807
NC_058068.1:13861756-13862229	Cluster_3035	N	63	96	99	23	77
NC_058068.1:13877131-13877546	Cluster_3036	N	36	25	51	21	12
NC_058068.1:13881019-13881440	Cluster_3037	N	22	65	19	71	0
NC_058068.1:13918016-13918432	Cluster_3038	N	47	2	35	48	30
NC_058068.1:13956592-13957021	Cluster_3039	N	2	190	10	0	7
NC_058068.1:14002754-14003185	Cluster_3040	N	483	2	4	17	5
NC_058068.1:14004654-14005550	Cluster_3041	N	1078	10	5	308	11
NC_058068.1:14005798-14006224	Cluster_3042	N	2	2	0	139	1
NC_058068.1:14008055-14008665	Cluster_3043	N	0	4	0	1169	31
NC_058068.1:14008799-14009214	Cluster_3044	N	42	40	1	15	20
NC_058068.1:14010315-14011565	Cluster_3045	N	4017	12348	4288	5959	4252
NC_058068.1:14022121-14022612	Cluster_3046	N	109	1018	47	5	13
NC_058068.1:14038326-14038740	Cluster_3047	N	86	20	41	21	0
NC_058068.1:14048865-14049732	Cluster_3048	N	19	1012	474	735	137
NC_058068.1:14050059-14050483	Cluster_3049	N	19	22	4	76	2
NC_058068.1:14061746-14062174	Cluster_3050	N	27	277	53	1	35
NC_058068.1:14063309-14063996	Cluster_3051	N	392	1108	2713	560	2475
NC_058068.1:14086712-14087139	Cluster_3052	N	29	73	40	29	124
NC_058068.1:14089001-14089430	Cluster_3053	N	91	177	139	126	57
NC_058068.1:14089623-14090293	Cluster_3054	N	107	196	656	174	152
NC_058068.1:14125846-14126656	Cluster_3055	N	340	2	233	97	101
NC_058068.1:14134654-14135070	Cluster_3056	N	4	0	48	51	954
NC_058068.1:14141126-14141551	Cluster_3057	N	1	1	81	4	102
NC_058068.1:14171375-14171801	Cluster_3058	N	54	19	41	0	1
NC_058068.1:14206871-14207300	Cluster_3059	N	21	130	12	25	6
NC_058068.1:14262006-14262425	Cluster_3060	N	0	2	0	78	11
NC_058068.1:14266604-14267030	Cluster_3061	N	54	15	41	0	1
NC_058068.1:14289551-14289979	Cluster_3062	N	8	8	6	53	678
NC_058068.1:14301533-14301946	Cluster_3063	N	2	54	5	17	16
NC_058068.1:14387743-14388172	Cluster_3064	N	347	258	0	12	0
NC_058068.1:14440206-14440675	Cluster_3065	N	7	0	30	90	104
NC_058068.1:14469687-14470115	Cluster_3066	N	42	58	0	0	0
NC_058068.1:14470136-14470564	Cluster_3067	N	10	255	10	1	12
NC_058068.1:14475030-14475458	Cluster_3068	N	36	65	0	15	40
NC_058068.1:14475481-14475909	Cluster_3069	N	12	247	11	1	10
NC_058068.1:14480370-14480798	Cluster_3070	N	46	55	0	0	0
NC_058068.1:14480819-14481247	Cluster_3071	N	13	257	16	1	8
NC_058068.1:14545497-14545913	Cluster_3072	N	62	39	28	1	3
NC_058068.1:14554379-14554809	Cluster_3073	N	0	0	1659	539	117
NC_058068.1:14559268-14559746	Cluster_3074	N	574	579	0	16	825
NC_058068.1:14592164-14592585	Cluster_3075	N	95	18	91	60	85
NC_058068.1:14680869-14681284	Cluster_3076	N	2	0	42	21	342
NC_058068.1:14699936-14700468	Cluster_3077	N	285	273	404	150	350
NC_058068.1:14874158-14874585	Cluster_3078	N	218	11	58	0	7
NC_058068.1:14889729-14890158	Cluster_3079	N	107	0	7	304	10
NC_058068.1:14946077-14946506	Cluster_3080	N	3	168	418	187	4
NC_058068.1:15152005-15152413	Cluster_3081	N	38	54	4	0	0
NC_058068.1:15153108-15153540	Cluster_3082	N	0	3	258	2761	1648
NC_058068.1:15167858-15168279	Cluster_3083	N	19	72	32	13	34
NC_058068.1:15195068-15195506	Cluster_3084	N	74	22	56	0	45
NC_058068.1:15414499-15415275	Cluster_3085	N	21	181	1782	0	1801
NC_058068.1:15418227-15418656	Cluster_3086	N	2	4	1	368	11
NC_058068.1:15462084-15462509	Cluster_3087	N	33	13	61	18	5
NC_058068.1:15463367-15463769	Cluster_3088	N	35	36	46	26	25
NC_058068.1:15464519-15464946	Cluster_3089	N	23	48	57	37	32
NC_058068.1:15475262-15475691	Cluster_3090	N	183	10	85	210	101
NC_058068.1:15475979-15476451	Cluster_3091	N	120	96	45	134	84
NC_058068.1:15476750-15477730	Cluster_3092	N	67	60	463	799	338
NC_058068.1:15481364-15481970	Cluster_3093	N	199	161	176	1	39
NC_058068.1:15494904-15495333	Cluster_3094	N	27	0	203	87	0
NC_058068.1:15524204-15524757	Cluster_3095	N	395	29	322	483	38
NC_058068.1:15538335-15538764	Cluster_3096	N	95	77	31	57	4
NC_058068.1:15538880-15539304	Cluster_3097	N	68	2	46	3	0
NC_058068.1:15539455-15539882	Cluster_3098	N	28	65	61	12	10
NC_058068.1:15543593-15544020	Cluster_3099	N	21	31	18	108	46
NC_058068.1:15544080-15544955	Cluster_3100	N	502	591	514	11	843
NC_058068.1:15545100-15545676	Cluster_3101	N	1252	1829	1239	17	824
NC_058068.1:15547517-15547943	Cluster_3102	N	98	87	9	38	7
NC_058068.1:15694768-15695579	Cluster_3103	N	591	1397	3279	991	81
NC_058068.1:15701047-15701519	Cluster_3104	N	406	238	0	18	13
NC_058068.1:15703592-15704332	Cluster_3105	N	94	85	462	39	96
NC_058068.1:15812484-15813273	Cluster_3106	N	40	5	1181	25	1489
NC_058068.1:15813659-15814360	Cluster_3107	N	123	3226	722	255	1233
NC_058068.1:15823678-15824114	Cluster_3108	N	981	17	29	15	24
NC_058068.1:15831095-15831523	Cluster_3109	N	0	123	2	0	0
NC_058068.1:15920526-15920941	Cluster_3110	N	231	305	37	178	11
NC_058068.1:15946083-15946501	Cluster_3111	N	15	36	56	35	27
NC_058068.1:15951921-15952366	Cluster_3112	N	48	84	153	32	61
NC_058068.1:16006334-16006752	Cluster_3113	N	0	273	169	0	7
NC_058068.1:16177572-16178122	Cluster_3114	N	260	786	445	830	1908
NC_058068.1:16178768-16179191	Cluster_3115	N	6	10	17	66	1
NC_058068.1:16221461-16221936	Cluster_3116	N	100	103	67	94	128
NC_058068.1:16224202-16224607	Cluster_3117	N	4	124	8	0	4
NC_058068.1:16246427-16246857	Cluster_3118	N	45	188	6	3	15
NC_058068.1:16376441-16376860	Cluster_3119	N	9	5	71	44	325
NC_058068.1:16552860-16553285	Cluster_3120	N	0	141	0	97	24
NC_058068.1:16601658-16602082	Cluster_3121	N	56	8	8	18	11
NC_058068.1:16604311-16604739	Cluster_3122	N	41	59	32	26	18
NC_058068.1:16741951-16742367	Cluster_3123	N	6	30	15	40	5
NC_058068.1:16761422-16761849	Cluster_3124	N	42	60	9	14	60
NC_058068.1:16772920-16773335	Cluster_3125	N	66	66	179	56	34
NC_058068.1:16879157-16879576	Cluster_3126	N	25	21	26	0	17
NC_058068.1:17047850-17048267	Cluster_3127	N	19	65	47	53	19
NC_058068.1:17096862-17097278	Cluster_3128	N	6	0	23	32	141
NC_058068.1:17109362-17109855	Cluster_3129	N	0	0	105	161	93
NC_058068.1:17437851-17438282	Cluster_3130	N	97	0	3	321	278
NC_058068.1:17438364-17438803	Cluster_3131	N	205	2	1	246	181
NC_058068.1:17538250-17538672	Cluster_3132	N	34	106	60	38	53
NC_058068.1:17539490-17539587	Cluster_3133	Y	33	124	112	11	126
NC_058068.1:17564172-17564598	Cluster_3134	N	47	4	29	16	6
NC_058068.1:17676479-17676906	Cluster_3135	N	19	25	33	9	10
NC_058068.1:17676958-17677385	Cluster_3136	N	32	9	37	8	8
NC_058068.1:17703027-17703448	Cluster_3137	N	50	4	30	18	45
NC_058068.1:17768886-17769303	Cluster_3138	N	1	1	80	0	29
NC_058068.1:17779512-17780519	Cluster_3139	N	9	4	130	16	2037
NC_058068.1:17780910-17782112	Cluster_3140	N	990	7	28	561	143
NC_058068.1:17891367-17891851	Cluster_3141	N	611	753	1531	300	587
NC_058068.1:17949059-17949488	Cluster_3142	N	3	1	1510	20	43
NC_058068.1:17977691-17978140	Cluster_3143	N	10	216	1319	47	190
NC_058068.1:18295409-18295818	Cluster_3144	N	22	29	37	14	18
NC_058068.1:18298364-18298790	Cluster_3145	N	6	41	26	9	24
NC_058068.1:18449256-18450024	Cluster_3146	N	5583	39	5218	886	3351
NC_058068.1:18451403-18452074	Cluster_3147	N	9	0	5	478	55
NC_058068.1:18459495-18459924	Cluster_3148	N	36	1	667	335	1
NC_058068.1:18583976-18584476	Cluster_3149	N	0	813	0	0	18
NC_058068.1:18594388-18594817	Cluster_3150	N	8	107	12	5	12
NC_058068.1:18594918-18595345	Cluster_3151	N	23	146	64	33	32
NC_058068.1:18723940-18724434	Cluster_3152	N	615	354	355	221	242
NC_058068.1:18725235-18725711	Cluster_3153	N	732	1021	1300	566	855
NC_058068.1:18725717-18726196	Cluster_3154	N	182	220	364	113	205
NC_058068.1:18726691-18727181	Cluster_3155	N	1458	1191	2675	602	1717
NC_058068.1:18728307-18728778	Cluster_3156	N	2361	2354	5285	986	2025
NC_058068.1:18766230-18766896	Cluster_3157	N	594	2	238	117	104
NC_058068.1:18937977-18938408	Cluster_3158	N	0	0	175	80	5
NC_058068.1:18975796-18976217	Cluster_3159	N	58	206	316	97	85
NC_058068.1:19031251-19031681	Cluster_3160	N	263	1	0	0	0
NC_058068.1:19035932-19036398	Cluster_3161	N	2290	72	51	148	1
NC_058068.1:19115893-19116309	Cluster_3162	N	72	70	0	22	1
NC_058068.1:19303464-19303891	Cluster_3163	N	10	16	16	142	12
NC_058068.1:19304981-19305450	Cluster_3164	N	120	143	231	92	146
NC_058068.1:19305758-19306572	Cluster_3165	N	84	263	569	56	354
NC_058068.1:19306876-19307343	Cluster_3166	N	171	156	195	134	174
NC_058068.1:19389797-19390215	Cluster_3167	N	1	147	136	314	80
NC_058068.1:19393776-19394197	Cluster_3168	N	514	447	124	695	410
NC_058069.1:274303-274731	Cluster_3169	N	0	0	221	1	0
NC_058069.1:418305-418733	Cluster_3170	N	0	198	1	6	114
NC_058069.1:445304-445718	Cluster_3171	N	0	1	11	52	24
NC_058069.1:462779-463600	Cluster_3172	N	11	326	18	28	155
NC_058069.1:464959-465389	Cluster_3173	N	0	266	17	2	36
NC_058069.1:465468-465904	Cluster_3174	N	900	73	56	422	70
NC_058069.1:469428-469958	Cluster_3175	N	128	1191	0	0	115
NC_058069.1:546978-547884	Cluster_3176	N	781	974	1077	327	625
NC_058069.1:627786-628216	Cluster_3177	N	441	5	0	29	1
NC_058069.1:633503-633932	Cluster_3178	N	29	484	0	2	0
NC_058069.1:736944-741008	Cluster_3179	N	632	2957	3736	13591	690
NC_058069.1:858178-858855	Cluster_3180	N	97	22	20	221	11
NC_058069.1:904201-904756	Cluster_3181	N	0	0	79	125	79
NC_058069.1:929507-929953	Cluster_3182	N	2	20	0	505	8
NC_058069.1:931093-931894	Cluster_3183	N	1835	1976	598	1708	695
NC_058069.1:938920-939328	Cluster_3184	N	3	84	0	3	21
NC_058069.1:943589-944018	Cluster_3185	N	197	134	204	1034	0
NC_058069.1:1028528-1028952	Cluster_3186	N	0	123	0	1	0
NC_058069.1:1047143-1047558	Cluster_3187	N	187	4	32	24	26
NC_058069.1:1069409-1069837	Cluster_3188	N	2	13	0	81	64
NC_058069.1:1200322-1200736	Cluster_3189	N	2	0	3	17	102
NC_058069.1:1431906-1432332	Cluster_3190	N	0	23	170	0	0
NC_058069.1:1434516-1434944	Cluster_3191	N	60	56	62	0	1
NC_058069.1:1435541-1436434	Cluster_3192	N	90	332	141	2864	3423
NC_058069.1:1436477-1436908	Cluster_3193	N	0	3	522	1716	0
NC_058069.1:1439377-1439842	Cluster_3194	N	4	691	123	449	0
NC_058069.1:1440377-1441675	Cluster_3195	N	6022	2774	2	10825	31106
NC_058069.1:1441876-1442299	Cluster_3196	N	8	7	3	1	117
NC_058069.1:1444209-1444951	Cluster_3197	N	18	79	54	6	216
NC_058069.1:1444953-1445559	Cluster_3198	N	27	22	8	5	1882
NC_058069.1:1470396-1470822	Cluster_3199	N	68	1	57	55	5
NC_058069.1:1554634-1555050	Cluster_3200	N	7	60	82	29	60
NC_058069.1:1603258-1603683	Cluster_3201	N	1	1	1	136	3
NC_058069.1:1705619-1706170	Cluster_3202	N	0	162	58	1	99
NC_058069.1:1768218-1768720	Cluster_3203	N	35	468	49	0	292
NC_058069.1:1772135-1772653	Cluster_3204	N	1	40	28	109	131
NC_058069.1:1788227-1788648	Cluster_3205	N	21	1	3	1	85
NC_058069.1:1844885-1845304	Cluster_3206	N	60	171	156	162	19
NC_058069.1:1868134-1868229	Cluster_3207	Y	67	103	96	78	137
NC_058069.1:1878418-1878849	Cluster_3208	N	98	558	219	290	289
NC_058069.1:1974088-1974516	Cluster_3209	N	0	204	0	2	117
NC_058069.1:2018489-2018586	Cluster_3210	Y	45	70	51	26	46
NC_058069.1:2113309-2113738	Cluster_3211	N	947	233	31	89	2
NC_058069.1:2308713-2309139	Cluster_3212	N	152	0	6	0	0
NC_058069.1:2382819-2383422	Cluster_3213	N	430	1073	66	430	217
NC_058069.1:2443796-2444259	Cluster_3214	N	624	343	461	322	446
NC_058069.1:2452049-2452607	Cluster_3215	N	1283	2046	1750	891	2308
NC_058069.1:2471105-2471529	Cluster_3216	N	57	31	29	16	25
NC_058069.1:2472713-2473141	Cluster_3217	N	30	32	73	17	21
NC_058069.1:2473810-2474239	Cluster_3218	N	48	190	120	40	96
NC_058069.1:2475461-2477126	Cluster_3219	N	3426	4928	3232	2432	1893
NC_058069.1:2477372-2480731	Cluster_3220	N	32683	52631	31221	57542	37596
NC_058069.1:2480951-2481447	Cluster_3221	N	82	109	233	25	40
NC_058069.1:2481785-2482215	Cluster_3222	N	64	45	98	51	32
NC_058069.1:2482288-2482717	Cluster_3223	N	103	126	182	80	57
NC_058069.1:2484091-2484926	Cluster_3224	N	430	561	128	153	68
NC_058069.1:2487805-2488465	Cluster_3225	N	80	120	135	43	40
NC_058069.1:2491495-2491922	Cluster_3226	N	152	24	16	53	4
NC_058069.1:2492033-2492449	Cluster_3227	N	96	76	63	27	35
NC_058069.1:2493145-2493727	Cluster_3228	N	272	447	127	48	77
NC_058069.1:2511004-2511428	Cluster_3229	N	58	90	76	32	10
NC_058069.1:2511976-2512394	Cluster_3230	N	66	74	73	33	31
NC_058069.1:2553370-2553797	Cluster_3231	N	146	2	36	1	1
NC_058069.1:2750180-2750607	Cluster_3232	N	26	72	3	1	9
NC_058069.1:2769389-2769805	Cluster_3233	N	85	66	1	16	0
NC_058069.1:2794805-2795235	Cluster_3234	N	91	105	95	100	122
NC_058069.1:2905105-2905525	Cluster_3235	N	38	6	28	19	8
NC_058069.1:3058911-3059333	Cluster_3236	N	0	94	16	0	4
NC_058069.1:3070049-3070476	Cluster_3237	N	93	89	76	1	25
NC_058069.1:3078318-3078810	Cluster_3238	N	41	1	126	64	3
NC_058069.1:3223224-3223792	Cluster_3239	N	17	1	172	5	41
NC_058069.1:3282076-3282528	Cluster_3240	N	465	815	1035	573	634
NC_058069.1:3690484-3690912	Cluster_3241	N	63	96	70	132	194
NC_058069.1:3745802-3746267	Cluster_3242	N	382	13	99	38	65
NC_058069.1:3761835-3762262	Cluster_3243	N	165	2	0	0	0
NC_058069.1:3872087-3872514	Cluster_3244	N	4	168	6	1	10
NC_058069.1:3892813-3893747	Cluster_3245	N	1129	19	424	27	5
NC_058069.1:3894657-3895086	Cluster_3246	N	34	333	330	1	28
NC_058069.1:3905637-3906063	Cluster_3247	N	8	0	0	0	147
NC_058069.1:3946151-3946600	Cluster_3248	N	19	0	3421	5	0
NC_058069.1:3961797-3962209	Cluster_3249	N	14	0	49	6	39
NC_058069.1:4030337-4030765	Cluster_3250	N	160	44	72	1	6
NC_058069.1:4037122-4037547	Cluster_3251	N	0	15	10	1	105
NC_058069.1:4079367-4079782	Cluster_3252	N	15	76	29	168	3
NC_058069.1:4112409-4112927	Cluster_3253	N	21184	45683	269835	26786	183317
NC_058069.1:4144064-4144498	Cluster_3254	N	75	445	506	502	334
NC_058069.1:4447931-4448351	Cluster_3255	N	45	30	39	19	17
NC_058069.1:4452067-4452550	Cluster_3256	N	55	116	222	85	119
NC_058069.1:4527980-4528409	Cluster_3257	N	1	172	4	1	1
NC_058069.1:4529198-4529625	Cluster_3258	N	1	21	1	141	3
NC_058069.1:4732407-4733313	Cluster_3259	N	252	320	293	186	343
NC_058069.1:4800706-4801133	Cluster_3260	N	3	0	85	5	0
NC_058069.1:4834879-4836648	Cluster_3261	N	6211	3095	5996	2757	3420
NC_058069.1:4875878-4876305	Cluster_3262	N	0	43	2	37	28
NC_058069.1:4917176-4917603	Cluster_3263	N	3	0	105	7	0
NC_058069.1:4941447-4941944	Cluster_3264	N	0	298	0	8	1
NC_058069.1:4986312-4986742	Cluster_3265	N	89	93	49	76	149
NC_058069.1:5057753-5058182	Cluster_3266	N	527	512	406	169	283
NC_058069.1:5066335-5066875	Cluster_3267	N	1309	1886	1288	667	1886
NC_058069.1:5068691-5069227	Cluster_3268	N	214	279	150	84	194
NC_058069.1:5120219-5120649	Cluster_3269	N	191	59	44	38	31
NC_058069.1:5125114-5125764	Cluster_3270	N	141	56	95	62	54
NC_058069.1:5126211-5127378	Cluster_3271	N	4190	1422	3034	1296	1316
NC_058069.1:5164328-5164759	Cluster_3272	N	29	108	116	124	25
NC_058069.1:5165364-5165907	Cluster_3273	N	347	575	341	302	399
NC_058069.1:5182242-5182657	Cluster_3274	N	67	1	142	0	0
NC_058069.1:5184932-5185507	Cluster_3275	N	78	119	434	0	52
NC_058069.1:5194606-5195021	Cluster_3276	N	38	76	90	39	39
NC_058069.1:5342849-5343281	Cluster_3277	N	3101	3585	1408	2102	1963
NC_058069.1:5402375-5402930	Cluster_3278	N	234	77	66	135	63
NC_058069.1:5406751-5407170	Cluster_3279	N	16	30	36	26	18
NC_058069.1:5523073-5523487	Cluster_3280	N	14	31	56	30	21
NC_058069.1:5591403-5592009	Cluster_3281	N	344	771	757	415	422
NC_058069.1:5657401-5657818	Cluster_3282	N	36	35	29	35	25
NC_058069.1:5706287-5706698	Cluster_3283	N	3	37	21	35	2
NC_058069.1:5709847-5710274	Cluster_3284	N	62	0	5	12	11
NC_058069.1:5838779-5839205	Cluster_3285	N	47	31	45	40	49
NC_058069.1:5897096-5897517	Cluster_3286	N	25	49	31	15	13
NC_058069.1:5977449-5977863	Cluster_3287	N	5	65	63	4	82
NC_058069.1:6028456-6028868	Cluster_3288	N	42	40	41	52	133
NC_058069.1:6102619-6103047	Cluster_3289	N	2	371	35	0	30
NC_058069.1:6113674-6115697	Cluster_3290	N	2116	4774	250	1948	4378
NC_058069.1:6287299-6287729	Cluster_3291	N	0	20	27	78	1038
NC_058069.1:6303357-6303808	Cluster_3292	N	0	697	81	17	0
NC_058069.1:6496640-6497122	Cluster_3293	N	410	585	539	324	373
NC_058069.1:6506271-6506699	Cluster_3294	N	89	0	0	0	0
NC_058069.1:6543407-6543931	Cluster_3295	N	0	370	280	17	2
NC_058069.1:6578949-6579376	Cluster_3296	N	14	120	7	116	0
NC_058069.1:6641938-6642365	Cluster_3297	N	27	183	129	1	19
NC_058069.1:6750279-6750707	Cluster_3298	N	21	17	37	4	32
NC_058069.1:6762333-6762741	Cluster_3299	N	15	5	12	80	1
NC_058069.1:6777248-6777660	Cluster_3300	N	108	0	119	0	1
NC_058069.1:6778100-6778648	Cluster_3301	N	26	155	14	333	54
NC_058069.1:6847682-6848109	Cluster_3302	N	0	157	1	0	0
NC_058069.1:6940090-6940518	Cluster_3303	N	22	1	414	25	26
NC_058069.1:6969067-6969638	Cluster_3304	N	171	39	525	37	12
NC_058069.1:7000527-7001179	Cluster_3305	N	40	488	286	60	218
NC_058069.1:7071710-7072140	Cluster_3306	N	540	2	641	206	631
NC_058069.1:7096505-7096934	Cluster_3307	N	0	438	59	67	195
NC_058069.1:7179331-7179753	Cluster_3308	N	22	7	56	26	80
NC_058069.1:7219757-7220181	Cluster_3309	N	27	118	78	18	3
NC_058069.1:7220526-7220955	Cluster_3310	N	18	40	371	3	4
NC_058069.1:7329353-7329774	Cluster_3311	N	9	1	91	88	30
NC_058069.1:7332221-7333484	Cluster_3312	N	3330	238	106	143	41
NC_058069.1:7333793-7334353	Cluster_3313	N	415	44	41	54	25
NC_058069.1:7337392-7337823	Cluster_3314	N	6	267	2315	186	0
NC_058069.1:7338431-7339290	Cluster_3315	N	736	81	93	164	38
NC_058069.1:7355681-7356109	Cluster_3316	N	101	0	13	117	13
NC_058069.1:7406803-7407246	Cluster_3317	N	996	1776	2271	2236	983
NC_058069.1:7407718-7408136	Cluster_3318	N	15	93	18	51	23
NC_058069.1:7425600-7426029	Cluster_3319	N	74	73	84	37	38
NC_058069.1:7429058-7431171	Cluster_3320	N	6759	848	1171	2595	458
NC_058069.1:7438699-7439244	Cluster_3321	N	967	15	0	2	1005
NC_058069.1:7464490-7464919	Cluster_3322	N	30	6	96	142	149
NC_058069.1:7465250-7465679	Cluster_3323	N	3	33	48	5	415
NC_058069.1:7465781-7466498	Cluster_3324	N	205	514	375	505	549
NC_058069.1:7467061-7467706	Cluster_3325	N	299	378	50	239	68
NC_058069.1:7467922-7468460	Cluster_3326	N	2177	1171	18	1311	885
NC_058069.1:7506181-7506597	Cluster_3327	N	24	23	14	70	47
NC_058069.1:7574640-7575243	Cluster_3328	N	164	50	35	248	14
NC_058069.1:7593488-7594082	Cluster_3329	N	293	1	303	12	316
NC_058069.1:7595519-7595948	Cluster_3330	N	479	10	0	0	84
NC_058069.1:7680464-7680893	Cluster_3331	N	566	364	383	269	357
NC_058069.1:7744686-7745104	Cluster_3332	N	0	30	17	72	0
NC_058069.1:7765708-7766111	Cluster_3333	N	11	29	10	32	42
NC_058069.1:7793499-7793927	Cluster_3334	N	36	74	0	1	0
NC_058069.1:7795364-7795976	Cluster_3335	N	1725	2323	32	625	6
NC_058069.1:7813085-7813736	Cluster_3336	N	247	6	1161	1	8
NC_058069.1:7855059-7856414	Cluster_3337	N	2329	218	407	292	848
NC_058069.1:7915685-7916109	Cluster_3338	N	0	0	19	159	28
NC_058069.1:7925559-7925984	Cluster_3339	N	6	61	5	97	14
NC_058069.1:7929230-7929654	Cluster_3340	N	3	251	0	0	0
NC_058069.1:7983428-7984800	Cluster_3341	N	400	520	402	184	388
NC_058069.1:7990649-7991058	Cluster_3342	N	53	8	37	1	2
NC_058069.1:8022669-8024067	Cluster_3343	N	46	2763	506	983	31
NC_058069.1:8052987-8053509	Cluster_3344	N	0	356	807	622	0
NC_058069.1:8059883-8060441	Cluster_3345	N	164	1	99	1	1
NC_058069.1:8061173-8061639	Cluster_3346	N	583	80	504	32	50
NC_058069.1:8061686-8062090	Cluster_3347	N	224	4	26	1	3
NC_058069.1:8062412-8063973	Cluster_3348	N	693	38	1412	12	51
NC_058069.1:8064086-8064570	Cluster_3349	N	132	165	27	40	44
NC_058069.1:8065818-8066247	Cluster_3350	N	245	34	86	136	5
NC_058069.1:8078941-8079391	Cluster_3351	N	85	127	41	346	155
NC_058069.1:8082757-8083187	Cluster_3352	N	10	28	31	9149	17
NC_058069.1:8083297-8083728	Cluster_3353	N	89	58	5	52	135
NC_058069.1:8087941-8088369	Cluster_3354	N	0	48	0	63	14
NC_058069.1:8088433-8088862	Cluster_3355	N	0	9	5	142	66
NC_058069.1:8123610-8125520	Cluster_3356	N	38	3250	84	761	204
NC_058069.1:8125894-8126359	Cluster_3357	N	70	338	58	48	0
NC_058069.1:8126790-8127219	Cluster_3358	N	164	8	11	2	1
NC_058069.1:8149055-8149495	Cluster_3359	N	962	1015	185	565	140
NC_058069.1:8175482-8176111	Cluster_3360	N	157	81	716	105	106
NC_058069.1:8176213-8176641	Cluster_3361	N	115	25	107	216	56
NC_058069.1:8180959-8181384	Cluster_3362	N	34	91	2	0	5
NC_058069.1:8186743-8187300	Cluster_3363	N	82	144	89	115	130
NC_058069.1:8188754-8189181	Cluster_3364	N	21	134	46	27	77
NC_058069.1:8189863-8190273	Cluster_3365	N	0	0	93	40	0
NC_058069.1:8192918-8193356	Cluster_3366	N	321	12	700	71	254
