"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","l_chrom","l_start","l_end","V4","gf_chrom","gf_type","gf_start","gf_end","gf_attr","overlap","is_overlapping","prop.sig.genes"
"514","Peve_00033750","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_503",155,931,"transcript::Porites_evermani_scaffold_503:155-931","Porites_evermani_scaffold_503","mRNA",2762,4033,"ID=Peve_00033750;Name=Peve_00033750;start=1;stop=1;cds_size=1272",1831,FALSE,0.0682027649769585
"515","Peve_00033838","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_5054",0,654,"transcript::Porites_evermani_scaffold_5054:0-654","Porites_evermani_scaffold_5054","mRNA",2754,6811,"ID=Peve_00033838;Name=Peve_00033838;start=1;stop=1;cds_size=582",2100,FALSE,0.0655624568668047
"516","Peve_00033919","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_5071",12227,12938,"transcript::Porites_evermani_scaffold_5071:12227-12938","Porites_evermani_scaffold_5071","mRNA",16871,17673,"ID=Peve_00033919;Name=Peve_00033919;start=1;stop=1;cds_size=249",3933,FALSE,0.0682027649769585
"517","Peve_00033919","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_5071",12227,12938,"transcript::Porites_evermani_scaffold_5071:12227-12938","Porites_evermani_scaffold_5071","mRNA",16871,17673,"ID=Peve_00033919;Name=Peve_00033919;start=1;stop=1;cds_size=249",3933,FALSE,0.0682027649769585
"518","Peve_00033919","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_5071",12227,12938,"transcript::Porites_evermani_scaffold_5071:12227-12938","Porites_evermani_scaffold_5071","mRNA",16871,17673,"ID=Peve_00033919;Name=Peve_00033919;start=1;stop=1;cds_size=249",3933,FALSE,0.0682027649769585
"519","Peve_00033919","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_5071",12227,12938,"transcript::Porites_evermani_scaffold_5071:12227-12938","Porites_evermani_scaffold_5071","mRNA",16871,17673,"ID=Peve_00033919;Name=Peve_00033919;start=1;stop=1;cds_size=249",3933,FALSE,0.0682027649769585
"520","Peve_00034143","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_5122",15684,17123,"transcript::Porites_evermani_scaffold_5122:15684-17123","Porites_evermani_scaffold_5122","mRNA",7345,15665,"ID=Peve_00034143;Name=Peve_00034143;start=0;stop=1;cds_size=1122",19,FALSE,0.0682027649769585
"521","Peve_00034143","GO:0097352","autophagosome maturation",108,6,6.14,0.02943,"Biological Processes","Porites_evermani_scaffold_5122",15684,17123,"transcript::Porites_evermani_scaffold_5122:15684-17123","Porites_evermani_scaffold_5122","mRNA",7345,15665,"ID=Peve_00034143;Name=Peve_00034143;start=0;stop=1;cds_size=1122",19,FALSE,0.0555555555555556
"522","Peve_00034143","GO:1903543","positive regulation of exosomal secretion",11,3,0.63,0.02141,"Biological Processes","Porites_evermani_scaffold_5122",15684,17123,"transcript::Porites_evermani_scaffold_5122:15684-17123","Porites_evermani_scaffold_5122","mRNA",7345,15665,"ID=Peve_00034143;Name=Peve_00034143;start=0;stop=1;cds_size=1122",19,FALSE,0.272727272727273
"523","Peve_00034424","GO:0006749","glutathione metabolic process",67,8,3.81,0.01285,"Biological Processes","Porites_evermani_scaffold_5209",1784,2916,"transcript::Porites_evermani_scaffold_5209:1784-2916","Porites_evermani_scaffold_5209","mRNA",5039,7159,"ID=Peve_00034424;Name=Peve_00034424;start=1;stop=0;cds_size=252",2123,FALSE,0.119402985074627
"524","Peve_00034426","GO:0097352","autophagosome maturation",108,6,6.14,0.02943,"Biological Processes","Porites_evermani_scaffold_521",26196,28120,"transcript::Porites_evermani_scaffold_521:26196-28120","Porites_evermani_scaffold_521","mRNA",688,18106,"ID=Peve_00034426;Name=Peve_00034426;start=1;stop=1;cds_size=1752",8090,FALSE,0.0555555555555556
"525","Peve_00034426","GO:0097352","autophagosome maturation",108,6,6.14,0.02943,"Biological Processes","Porites_evermani_scaffold_521",29043,29969,"transcript::Porites_evermani_scaffold_521:29043-29969","Porites_evermani_scaffold_521","mRNA",688,18106,"ID=Peve_00034426;Name=Peve_00034426;start=1;stop=1;cds_size=1752",10937,FALSE,0.0555555555555556
"526","Peve_00034572","GO:0071222","cellular response to lipopolysaccharide",152,18,8.64,0.03505,"Biological Processes","Porites_evermani_scaffold_5253",212,1628,"transcript::Porites_evermani_scaffold_5253:212-1628","Porites_evermani_scaffold_5253","mRNA",3304,8447,"ID=Peve_00034572;Name=Peve_00034572;start=0;stop=1;cds_size=555",1676,FALSE,0.118421052631579
"527","Peve_00034858","GO:0160077","lipid droplet fusion",5,2,0.28,0.02875,"Biological Processes","Porites_evermani_scaffold_533",169176,169998,"transcript::Porites_evermani_scaffold_533:169176-169998","Porites_evermani_scaffold_533","mRNA",152863,167443,"ID=Peve_00034858;Name=Peve_00034858;start=0;stop=1;cds_size=2973",1733,FALSE,0.4
"528","Peve_00034971","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_5368",739,1287,"transcript::Porites_evermani_scaffold_5368:739-1287","Porites_evermani_scaffold_5368","mRNA",3970,14104,"ID=Peve_00034971;Name=Peve_00034971;start=1;stop=1;cds_size=3453",2683,FALSE,0.0682027649769585
"529","Peve_00034992","GO:2001009","regulation of plant-type cell wall cellulose biosyn...",5,2,0.28,0.02875,"Biological Processes","Porites_evermani_scaffold_5370",8365,9351,"transcript::Porites_evermani_scaffold_5370:8365-9351","Porites_evermani_scaffold_5370","mRNA",12136,13155,"ID=Peve_00034992;Name=Peve_00034992;start=0;stop=1;cds_size=1020",2785,FALSE,0.4
"530","Peve_00035340","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_5461",0,743,"transcript::Porites_evermani_scaffold_5461:0-743","Porites_evermani_scaffold_5461","mRNA",2845,6148,"ID=Peve_00035340;Name=Peve_00035340;start=0;stop=1;cds_size=546",2102,FALSE,0.0655624568668047
"531","Peve_00035408","GO:0045766","positive regulation of angiogenesis",151,17,8.58,0.00559,"Biological Processes","Porites_evermani_scaffold_548",39417,39658,"transcript::Porites_evermani_scaffold_548:39417-39658","Porites_evermani_scaffold_548","mRNA",31558,36928,"ID=Peve_00035408;Name=Peve_00035408;start=1;stop=1;cds_size=1308",2489,FALSE,0.112582781456954
"532","Peve_00035408","GO:0045785","positive regulation of cell adhesion",393,27,22.33,0.012,"Biological Processes","Porites_evermani_scaffold_548",39417,39658,"transcript::Porites_evermani_scaffold_548:39417-39658","Porites_evermani_scaffold_548","mRNA",31558,36928,"ID=Peve_00035408;Name=Peve_00035408;start=1;stop=1;cds_size=1308",2489,FALSE,0.0687022900763359
"533","Peve_00035408","GO:0050679","positive regulation of epithelial cell proliferatio...",194,25,11.02,0.00297,"Biological Processes","Porites_evermani_scaffold_548",39417,39658,"transcript::Porites_evermani_scaffold_548:39417-39658","Porites_evermani_scaffold_548","mRNA",31558,36928,"ID=Peve_00035408;Name=Peve_00035408;start=1;stop=1;cds_size=1308",2489,FALSE,0.128865979381443
"534","Peve_00035408","GO:0071493","cellular response to UV-B",12,3,0.68,0.02736,"Biological Processes","Porites_evermani_scaffold_548",39417,39658,"transcript::Porites_evermani_scaffold_548:39417-39658","Porites_evermani_scaffold_548","mRNA",31558,36928,"ID=Peve_00035408;Name=Peve_00035408;start=1;stop=1;cds_size=1308",2489,FALSE,0.25
"535","Peve_00035416","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_5485",950,2582,"transcript::Porites_evermani_scaffold_5485:950-2582","Porites_evermani_scaffold_5485","mRNA",6365,12329,"ID=Peve_00035416;Name=Peve_00035416;start=0;stop=0;cds_size=1497",3783,FALSE,0.0682027649769585
"536","Peve_00035446","GO:0007346","regulation of mitotic cell cycle",729,62,41.42,0.0075,"Biological Processes","Porites_evermani_scaffold_55",568031,568529,"transcript::Porites_evermani_scaffold_55:568031-568529","Porites_evermani_scaffold_55","mRNA",556412,565523,"ID=Peve_00035446;Name=Peve_00035446;start=0;stop=1;cds_size=3048",2508,FALSE,0.0850480109739369
"537","Peve_00035446","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_55",568031,568529,"transcript::Porites_evermani_scaffold_55:568031-568529","Porites_evermani_scaffold_55","mRNA",556412,565523,"ID=Peve_00035446;Name=Peve_00035446;start=0;stop=1;cds_size=3048",2508,FALSE,0.0682027649769585
"538","Peve_00035721","GO:0055085","transmembrane transport",1391,72,79.04,0.0319,"Biological Processes","Porites_evermani_scaffold_5570",8866,9695,"transcript::Porites_evermani_scaffold_5570:8866-9695","Porites_evermani_scaffold_5570","mRNA",103,3552,"ID=Peve_00035721;Name=Peve_00035721;start=1;stop=1;cds_size=840",5314,FALSE,0.0517613227893602
"539","Peve_00035721","GO:1990830","cellular response to leukemia inhibitory factor",69,9,3.92,0.01578,"Biological Processes","Porites_evermani_scaffold_5570",8866,9695,"transcript::Porites_evermani_scaffold_5570:8866-9695","Porites_evermani_scaffold_5570","mRNA",103,3552,"ID=Peve_00035721;Name=Peve_00035721;start=1;stop=1;cds_size=840",5314,FALSE,0.130434782608696
"540","Peve_00035893","GO:0060155","platelet dense granule organization",21,6,1.19,0.00086,"Biological Processes","Porites_evermani_scaffold_563",41634,42327,"transcript::Porites_evermani_scaffold_563:41634-42327","Porites_evermani_scaffold_563","mRNA",43919,50383,"ID=Peve_00035893;Name=Peve_00035893;start=0;stop=1;cds_size=348",1592,FALSE,0.285714285714286
"541","Peve_00035893","GO:1903232","melanosome assembly",20,6,1.14,0.00065,"Biological Processes","Porites_evermani_scaffold_563",41634,42327,"transcript::Porites_evermani_scaffold_563:41634-42327","Porites_evermani_scaffold_563","mRNA",43919,50383,"ID=Peve_00035893;Name=Peve_00035893;start=0;stop=1;cds_size=348",1592,FALSE,0.3
"542","Peve_00035944","GO:0045785","positive regulation of cell adhesion",393,27,22.33,0.012,"Biological Processes","Porites_evermani_scaffold_565",14352,15941,"transcript::Porites_evermani_scaffold_565:14352-15941","Porites_evermani_scaffold_565","mRNA",27174,38789,"ID=Peve_00035944;Name=Peve_00035944;start=1;stop=1;cds_size=972",11233,FALSE,0.0687022900763359
"543","Peve_00036017","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_568",116234,116519,"transcript::Porites_evermani_scaffold_568:116234-116519","Porites_evermani_scaffold_568","mRNA",100953,113071,"ID=Peve_00036017;Name=Peve_00036017;start=1;stop=0;cds_size=2730",3163,FALSE,0.0682027649769585
"544","Peve_00036197","GO:0045766","positive regulation of angiogenesis",151,17,8.58,0.00559,"Biological Processes","Porites_evermani_scaffold_5723",1972,3035,"transcript::Porites_evermani_scaffold_5723:1972-3035","Porites_evermani_scaffold_5723","mRNA",5675,7653,"ID=Peve_00036197;Name=Peve_00036197;start=1;stop=1;cds_size=1101",2640,FALSE,0.112582781456954
"545","Peve_00036307","GO:0006468","protein phosphorylation",909,64,51.65,0.03272,"Biological Processes","Porites_evermani_scaffold_578",121235,121882,"transcript::Porites_evermani_scaffold_578:121235-121882","Porites_evermani_scaffold_578","mRNA",127969,159682,"ID=Peve_00036307;Name=Peve_00036307;start=0;stop=1;cds_size=3114",6087,FALSE,0.0704070407040704
"546","Peve_00036307","GO:0007254","JNK cascade",209,17,11.88,0.0294,"Biological Processes","Porites_evermani_scaffold_578",121235,121882,"transcript::Porites_evermani_scaffold_578:121235-121882","Porites_evermani_scaffold_578","mRNA",127969,159682,"ID=Peve_00036307;Name=Peve_00036307;start=0;stop=1;cds_size=3114",6087,FALSE,0.0813397129186603
"547","Peve_00036307","GO:0046039","GTP metabolic process",27,8,1.53,0.00016,"Biological Processes","Porites_evermani_scaffold_578",121235,121882,"transcript::Porites_evermani_scaffold_578:121235-121882","Porites_evermani_scaffold_578","mRNA",127969,159682,"ID=Peve_00036307;Name=Peve_00036307;start=0;stop=1;cds_size=3114",6087,FALSE,0.296296296296296
"548","Peve_00036307","GO:0060628","regulation of ER to Golgi vesicle-mediated transpor...",22,4,1.25,0.03343,"Biological Processes","Porites_evermani_scaffold_578",121235,121882,"transcript::Porites_evermani_scaffold_578:121235-121882","Porites_evermani_scaffold_578","mRNA",127969,159682,"ID=Peve_00036307;Name=Peve_00036307;start=0;stop=1;cds_size=3114",6087,FALSE,0.181818181818182
"549","Peve_00036307","GO:1902902","negative regulation of autophagosome assembly",13,3,0.74,0.0341,"Biological Processes","Porites_evermani_scaffold_578",121235,121882,"transcript::Porites_evermani_scaffold_578:121235-121882","Porites_evermani_scaffold_578","mRNA",127969,159682,"ID=Peve_00036307;Name=Peve_00036307;start=0;stop=1;cds_size=3114",6087,FALSE,0.230769230769231
"550","Peve_00036307","GO:2000172","regulation of branching morphogenesis of a nerve",10,3,0.57,0.01625,"Biological Processes","Porites_evermani_scaffold_578",121235,121882,"transcript::Porites_evermani_scaffold_578:121235-121882","Porites_evermani_scaffold_578","mRNA",127969,159682,"ID=Peve_00036307;Name=Peve_00036307;start=0;stop=1;cds_size=3114",6087,FALSE,0.3
"551","Peve_00036394","GO:0045766","positive regulation of angiogenesis",151,17,8.58,0.00559,"Biological Processes","Porites_evermani_scaffold_580",110266,111046,"transcript::Porites_evermani_scaffold_580:110266-111046","Porites_evermani_scaffold_580","mRNA",111669,123195,"ID=Peve_00036394;Name=Peve_00036394;start=1;stop=1;cds_size=633",623,FALSE,0.112582781456954
"552","Peve_00036394","GO:0050679","positive regulation of epithelial cell proliferatio...",194,25,11.02,0.00297,"Biological Processes","Porites_evermani_scaffold_580",110266,111046,"transcript::Porites_evermani_scaffold_580:110266-111046","Porites_evermani_scaffold_580","mRNA",111669,123195,"ID=Peve_00036394;Name=Peve_00036394;start=1;stop=1;cds_size=633",623,FALSE,0.128865979381443
"553","Peve_00036456","GO:0051301","cell division",1085,74,61.65,0.03087,"Biological Processes","Porites_evermani_scaffold_582",139468,140092,"transcript::Porites_evermani_scaffold_582:139468-140092","Porites_evermani_scaffold_582","mRNA",123937,139021,"ID=Peve_00036456;Name=Peve_00036456;start=1;stop=1;cds_size=2364",447,FALSE,0.0682027649769585
"554","Peve_00036617","GO:0071222","cellular response to lipopolysaccharide",152,18,8.64,0.03505,"Biological Processes","Porites_evermani_scaffold_5888",6785,7834,"transcript::Porites_evermani_scaffold_5888:6785-7834","Porites_evermani_scaffold_5888","mRNA",1119,3359,"ID=Peve_00036617;Name=Peve_00036617;start=1;stop=1;cds_size=675",3426,FALSE,0.118421052631579
"555","Peve_00036873","GO:0140694","membraneless organelle assembly",360,26,20.46,7e-04,"Biological Processes","Porites_evermani_scaffold_597",6525,6879,"transcript::Porites_evermani_scaffold_597:6525-6879","Porites_evermani_scaffold_597","mRNA",976,2354,"ID=Peve_00036873;Name=Peve_00036873;start=1;stop=1;cds_size=570",4171,FALSE,0.0722222222222222
"556","Peve_00037077","GO:0002062","chondrocyte differentiation",111,10,6.31,0.02448,"Biological Processes","Porites_evermani_scaffold_60",624743,625438,"transcript::Porites_evermani_scaffold_60:624743-625438","Porites_evermani_scaffold_60","mRNA",614256,622460,"ID=Peve_00037077;Name=Peve_00037077;start=1;stop=1;cds_size=1092",2283,FALSE,0.0900900900900901
"557","Peve_00037077","GO:0031666","positive regulation of lipopolysaccharide-mediated ...",22,5,1.25,0.00687,"Biological Processes","Porites_evermani_scaffold_60",624743,625438,"transcript::Porites_evermani_scaffold_60:624743-625438","Porites_evermani_scaffold_60","mRNA",614256,622460,"ID=Peve_00037077;Name=Peve_00037077;start=1;stop=1;cds_size=1092",2283,FALSE,0.227272727272727
"558","Peve_00037077","GO:0045766","positive regulation of angiogenesis",151,17,8.58,0.00559,"Biological Processes","Porites_evermani_scaffold_60",624743,625438,"transcript::Porites_evermani_scaffold_60:624743-625438","Porites_evermani_scaffold_60","mRNA",614256,622460,"ID=Peve_00037077;Name=Peve_00037077;start=1;stop=1;cds_size=1092",2283,FALSE,0.112582781456954
"559","Peve_00037077","GO:0045785","positive regulation of cell adhesion",393,27,22.33,0.012,"Biological Processes","Porites_evermani_scaffold_60",624743,625438,"transcript::Porites_evermani_scaffold_60:624743-625438","Porites_evermani_scaffold_60","mRNA",614256,622460,"ID=Peve_00037077;Name=Peve_00037077;start=1;stop=1;cds_size=1092",2283,FALSE,0.0687022900763359
"560","Peve_00037077","GO:0050930","induction of positive chemotaxis",4,2,0.23,0.01792,"Biological Processes","Porites_evermani_scaffold_60",624743,625438,"transcript::Porites_evermani_scaffold_60:624743-625438","Porites_evermani_scaffold_60","mRNA",614256,622460,"ID=Peve_00037077;Name=Peve_00037077;start=1;stop=1;cds_size=1092",2283,FALSE,0.5
"561","Peve_00037084","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.0655624568668047
"562","Peve_00037084","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.0655624568668047
"563","Peve_00037084","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.0655624568668047
"564","Peve_00037084","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.0655624568668047
"565","Peve_00037084","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_60",32929,45891,"transcript::Porites_evermani_scaffold_60:32929-45891","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",7832,FALSE,0.0655624568668047
"566","Peve_00037084","GO:0055007","cardiac muscle cell differentiation",111,12,6.31,0.02403,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.108108108108108
"567","Peve_00037084","GO:0055007","cardiac muscle cell differentiation",111,12,6.31,0.02403,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.108108108108108
"568","Peve_00037084","GO:0055007","cardiac muscle cell differentiation",111,12,6.31,0.02403,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.108108108108108
"569","Peve_00037084","GO:0055007","cardiac muscle cell differentiation",111,12,6.31,0.02403,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.108108108108108
"570","Peve_00037084","GO:0055007","cardiac muscle cell differentiation",111,12,6.31,0.02403,"Biological Processes","Porites_evermani_scaffold_60",32929,45891,"transcript::Porites_evermani_scaffold_60:32929-45891","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",7832,FALSE,0.108108108108108
"571","Peve_00037084","GO:0060038","cardiac muscle cell proliferation",46,6,2.61,0.00824,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.130434782608696
"572","Peve_00037084","GO:0060038","cardiac muscle cell proliferation",46,6,2.61,0.00824,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.130434782608696
"573","Peve_00037084","GO:0060038","cardiac muscle cell proliferation",46,6,2.61,0.00824,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.130434782608696
"574","Peve_00037084","GO:0060038","cardiac muscle cell proliferation",46,6,2.61,0.00824,"Biological Processes","Porites_evermani_scaffold_60",30411,43788,"transcript::Porites_evermani_scaffold_60:30411-43788","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",5314,FALSE,0.130434782608696
"575","Peve_00037084","GO:0060038","cardiac muscle cell proliferation",46,6,2.61,0.00824,"Biological Processes","Porites_evermani_scaffold_60",32929,45891,"transcript::Porites_evermani_scaffold_60:32929-45891","Porites_evermani_scaffold_60","mRNA",20248,25097,"ID=Peve_00037084;Name=Peve_00037084;start=1;stop=1;cds_size=765",7832,FALSE,0.130434782608696
"576","Peve_00037102","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_600",20022,20738,"transcript::Porites_evermani_scaffold_600:20022-20738","Porites_evermani_scaffold_600","mRNA",9364,19786,"ID=Peve_00037102;Name=Peve_00037102;start=1;stop=1;cds_size=1386",236,FALSE,0.0655624568668047
"577","Peve_00037139","GO:0060155","platelet dense granule organization",21,6,1.19,0.00086,"Biological Processes","Porites_evermani_scaffold_602",129526,129928,"transcript::Porites_evermani_scaffold_602:129526-129928","Porites_evermani_scaffold_602","mRNA",111679,128438,"ID=Peve_00037139;Name=Peve_00037139;start=1;stop=1;cds_size=3513",1088,FALSE,0.285714285714286
"578","Peve_00037139","GO:1903232","melanosome assembly",20,6,1.14,0.00065,"Biological Processes","Porites_evermani_scaffold_602",129526,129928,"transcript::Porites_evermani_scaffold_602:129526-129928","Porites_evermani_scaffold_602","mRNA",111679,128438,"ID=Peve_00037139;Name=Peve_00037139;start=1;stop=1;cds_size=3513",1088,FALSE,0.3
"579","Peve_00037397","GO:0006468","protein phosphorylation",909,64,51.65,0.03272,"Biological Processes","Porites_evermani_scaffold_612",139484,140680,"transcript::Porites_evermani_scaffold_612:139484-140680","Porites_evermani_scaffold_612","mRNA",142059,158338,"ID=Peve_00037397;Name=Peve_00037397;start=1;stop=1;cds_size=1458",1379,FALSE,0.0704070407040704
"580","Peve_00037421","GO:0016973","poly(A)+ mRNA export from nucleus",22,5,1.25,0.00687,"Biological Processes","Porites_evermani_scaffold_613",100466,102275,"transcript::Porites_evermani_scaffold_613:100466-102275","Porites_evermani_scaffold_613","mRNA",92426,100312,"ID=Peve_00037421;Name=Peve_00037421;start=1;stop=1;cds_size=771",154,FALSE,0.227272727272727
"581","Peve_00037443","GO:0042552","myelination",212,18,12.05,0.03,"Biological Processes","Porites_evermani_scaffold_614",31589,32027,"transcript::Porites_evermani_scaffold_614:31589-32027","Porites_evermani_scaffold_614","mRNA",22620,27449,"ID=Peve_00037443;Name=Peve_00037443;start=1;stop=1;cds_size=2085",4140,FALSE,0.0849056603773585
"582","Peve_00037470","GO:0001678","intracellular glucose homeostasis",136,9,7.73,0.0119,"Biological Processes","Porites_evermani_scaffold_6157",4936,5648,"transcript::Porites_evermani_scaffold_6157:4936-5648","Porites_evermani_scaffold_6157","mRNA",2206,4332,"ID=Peve_00037470;Name=Peve_00037470;start=0;stop=1;cds_size=2127",604,FALSE,0.0661764705882353
"583","Peve_00037470","GO:0006357","regulation of transcription by RNA polymerase II",1449,95,82.33,0.0251,"Biological Processes","Porites_evermani_scaffold_6157",4936,5648,"transcript::Porites_evermani_scaffold_6157:4936-5648","Porites_evermani_scaffold_6157","mRNA",2206,4332,"ID=Peve_00037470;Name=Peve_00037470;start=0;stop=1;cds_size=2127",604,FALSE,0.0655624568668047
"584","Peve_00037470","GO:1900017","positive regulation of cytokine production involved...",18,5,1.02,0.0027,"Biological Processes","Porites_evermani_scaffold_6157",4936,5648,"transcript::Porites_evermani_scaffold_6157:4936-5648","Porites_evermani_scaffold_6157","mRNA",2206,4332,"ID=Peve_00037470;Name=Peve_00037470;start=0;stop=1;cds_size=2127",604,FALSE,0.277777777777778
"585","Peve_00038034","GO:0010705","meiotic DNA double-strand break processing involved...",5,2,0.28,0.02875,"Biological Processes","Porites_evermani_scaffold_637",67222,67476,"transcript::Porites_evermani_scaffold_637:67222-67476","Porites_evermani_scaffold_637","mRNA",65550,66056,"ID=Peve_00038034;Name=Peve_00038034;start=0;stop=1;cds_size=507",1166,FALSE,0.4
"586","Peve_00038048","GO:0042552","myelination",212,18,12.05,0.03,"Biological Processes","Porites_evermani_scaffold_637",147999,148830,"transcript::Porites_evermani_scaffold_637:147999-148830","Porites_evermani_scaffold_637","mRNA",149761,157730,"ID=Peve_00038048;Name=Peve_00038048;start=1;stop=1;cds_size=1542",931,FALSE,0.0849056603773585
"587","Peve_00038059","GO:0099605","regulation of action potential firing rate",4,2,0.23,0.01792,"Biological Processes","Porites_evermani_scaffold_638",70498,70934,"transcript::Porites_evermani_scaffold_638:70498-70934","Porites_evermani_scaffold_638","mRNA",49665,66008,"ID=Peve_00038059;Name=Peve_00038059;start=1;stop=1;cds_size=2370",4490,FALSE,0.5
"588","Peve_00038059","GO:0106129","positive regulation of store-operated calcium entry",4,2,0.23,0.01792,"Biological Processes","Porites_evermani_scaffold_638",70498,70934,"transcript::Porites_evermani_scaffold_638:70498-70934","Porites_evermani_scaffold_638","mRNA",49665,66008,"ID=Peve_00038059;Name=Peve_00038059;start=1;stop=1;cds_size=2370",4490,FALSE,0.5
"589","Peve_00038608","GO:0002218","activation of innate immune response",437,33,24.83,0.0323,"Biological Processes","Porites_evermani_scaffold_66",462985,463277,"transcript::Porites_evermani_scaffold_66:462985-463277","Porites_evermani_scaffold_66","mRNA",446685,458427,"ID=Peve_00038608;Name=Peve_00038608;start=1;stop=1;cds_size=1833",4558,FALSE,0.0755148741418764
"590","Peve_00038844","GO:0140694","membraneless organelle assembly",360,26,20.46,7e-04,"Biological Processes","Porites_evermani_scaffold_670",185264,186921,"transcript::Porites_evermani_scaffold_670:185264-186921","Porites_evermani_scaffold_670","mRNA",187097,190272,"ID=Peve_00038844;Name=Peve_00038844;start=0;stop=1;cds_size=1026",176,FALSE,0.0722222222222222
