readfile	mapping_type	read_length	count
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	P	22	107004
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	P	23	86064
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	P	24	98770
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	P	>24	7199295
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	R	<21	49836
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	R	21	21244
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	R	22	20400
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	R	23	24589
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	R	24	32021
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	R	>24	1683578
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	H	<21	20521
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	H	21	8223
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	H	22	5549
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	H	23	4728
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	H	24	6652
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	H	>24	392410
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	N	<21	233398
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	N	21	103437
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	N	22	210600
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	N	23	134929
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	N	24	125523
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_1.bam	N	>24	5464840
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	U	<21	408189
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	U	21	103192
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	U	22	288662
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	U	23	103261
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	U	24	136630
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	U	>24	4388961
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	P	<21	309738
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	P	21	121350
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	P	22	108491
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	P	23	88393
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	P	24	104966
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	P	>24	6379745
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	R	<21	49659
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	R	21	19836
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	R	22	18319
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	R	23	21526
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	R	24	24704
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	R	>24	1385909
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	H	<21	20305
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	H	21	8146
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	H	22	5510
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	H	23	4699
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	H	24	6609
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	H	>24	349722
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	N	<21	232392
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	N	21	103099
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	N	22	209692
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	N	23	134550
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	N	24	124549
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-150-S1-TP2.flexbar_trim.25bp_2.bam	N	>24	6020582
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	U	<21	227849
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	U	21	70238
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	U	22	173190
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	U	23	77810
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	U	24	81015
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	U	>24	3351419
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	P	<21	239532
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	P	21	83442
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	P	22	84698
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	P	23	75799
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	P	24	99242
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	P	>24	6898222
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	R	<21	42995
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	R	21	20547
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	R	22	19355
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	R	23	24139
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	R	24	31620
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	R	>24	1741105
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	H	<21	11147
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	H	21	4414
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	H	22	3845
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	H	23	4834
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	H	24	5651
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	H	>24	355956
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	N	<21	172682
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	N	21	74429
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	N	22	84581
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	N	23	91053
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	N	24	105504
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_1.bam	N	>24	4309876
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	U	<21	226569
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	U	21	69728
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	U	22	172184
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	U	23	77203
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	U	24	80521
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	U	>24	3442979
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	P	<21	238262
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	P	21	84787
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	P	22	86918
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	P	23	77728
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	P	24	104175
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	P	>24	6673730
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	R	<21	41578
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	R	21	18152
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	R	22	16440
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	R	23	21381
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	R	24	25489
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	R	>24	1345010
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	H	<21	11025
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	H	21	4370
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	H	22	3814
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	H	23	4783
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	H	24	5588
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	H	>24	312039
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	N	<21	171990
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	N	21	74125
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	N	22	84238
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	N	23	90811
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	N	24	104985
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-173-S1-TP2.flexbar_trim.25bp_2.bam	N	>24	4895587
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	U	<21	291538
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	U	21	78216
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	U	22	198140
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	U	23	87049
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	U	24	98985
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	U	>24	2694938
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	P	<21	199744
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	P	21	69833
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	P	22	73229
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	P	23	56811
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	P	24	76663
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	P	>24	5995693
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	R	<21	49103
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	R	21	17590
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	R	22	19828
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	R	23	24307
