Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-145-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-150-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-173-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-178-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
NC_058069.1:1439377-1439842	Cluster_3192	N	2	690	123	450	0
NC_058069.1:1440377-1441675	Cluster_3193	N	6098	2819	3	10876	31096
NC_058069.1:1441897-1442299	Cluster_3194	N	7	2	4	2	123
NC_058069.1:1444209-1444951	Cluster_3195	N	20	80	54	7	210
NC_058069.1:1444953-1445559	Cluster_3196	N	24	20	7	5	1905
NC_058069.1:1470396-1470822	Cluster_3197	N	59	1	52	54	9
NC_058069.1:1554634-1555050	Cluster_3198	N	9	60	84	30	58
NC_058069.1:1705619-1706155	Cluster_3199	N	0	154	58	1	97
NC_058069.1:1768218-1768720	Cluster_3200	N	42	484	46	0	295
NC_058069.1:1772135-1772653	Cluster_3201	N	3	45	33	81	148
NC_058069.1:1788228-1788646	Cluster_3202	N	22	1	0	0	79
NC_058069.1:1844885-1845304	Cluster_3203	N	67	167	157	157	17
NC_058069.1:1868134-1868229	Cluster_3204	Y	67	103	96	78	137
NC_058069.1:1878418-1878849	Cluster_3205	N	98	561	223	288	289
NC_058069.1:1974088-1974516	Cluster_3206	N	1	212	2	4	112
NC_058069.1:2018489-2018586	Cluster_3207	Y	45	70	51	26	46
NC_058069.1:2113309-2113738	Cluster_3208	N	946	235	30	90	2
NC_058069.1:2308713-2309139	Cluster_3209	N	164	0	2	0	0
NC_058069.1:2382819-2383424	Cluster_3210	N	442	1075	62	426	197
NC_058069.1:2443796-2444259	Cluster_3211	N	624	344	461	322	446
NC_058069.1:2452049-2452607	Cluster_3212	N	1283	2046	1750	891	2308
NC_058069.1:2471105-2471529	Cluster_3213	N	57	31	29	16	25
NC_058069.1:2472713-2473141	Cluster_3214	N	30	32	73	17	21
NC_058069.1:2473810-2474239	Cluster_3215	N	48	190	120	40	96
NC_058069.1:2475461-2477126	Cluster_3216	N	3426	4928	3232	2432	1893
NC_058069.1:2477372-2480731	Cluster_3217	N	32681	52631	31224	57542	37595
NC_058069.1:2480951-2481447	Cluster_3218	N	82	108	234	25	40
NC_058069.1:2481785-2482215	Cluster_3219	N	64	45	98	52	32
NC_058069.1:2482288-2482717	Cluster_3220	N	103	126	182	80	57
NC_058069.1:2484091-2484926	Cluster_3221	N	429	559	130	153	66
NC_058069.1:2487805-2488465	Cluster_3222	N	80	120	136	43	40
NC_058069.1:2491495-2491922	Cluster_3223	N	152	24	14	56	5
NC_058069.1:2492033-2492496	Cluster_3224	N	96	76	63	28	38
NC_058069.1:2493145-2493727	Cluster_3225	N	274	448	129	48	77
NC_058069.1:2511004-2511428	Cluster_3226	N	58	90	76	31	10
NC_058069.1:2511976-2512394	Cluster_3227	N	66	74	72	33	28
NC_058069.1:2553370-2553797	Cluster_3228	N	155	0	32	1	3
NC_058069.1:2750180-2750607	Cluster_3229	N	25	72	3	1	9
NC_058069.1:2769389-2769805	Cluster_3230	N	84	64	2	10	0
NC_058069.1:2794805-2795238	Cluster_3231	N	92	107	98	102	124
NC_058069.1:2905105-2905525	Cluster_3232	N	38	6	28	19	8
NC_058069.1:3058911-3059333	Cluster_3233	N	0	113	19	0	3
NC_058069.1:3070049-3070476	Cluster_3234	N	93	89	77	1	25
NC_058069.1:3078318-3078810	Cluster_3235	N	48	0	126	55	5
NC_058069.1:3223224-3223792	Cluster_3236	N	21	1	175	4	40
NC_058069.1:3282076-3282528	Cluster_3237	N	465	816	1034	573	634
NC_058069.1:3690484-3690912	Cluster_3238	N	62	98	68	136	194
NC_058069.1:3745817-3746267	Cluster_3239	N	426	13	82	32	65
NC_058069.1:3761835-3762262	Cluster_3240	N	178	2	0	0	1
NC_058069.1:3872087-3872514	Cluster_3241	N	3	150	4	1	13
NC_058069.1:3892813-3893747	Cluster_3242	N	1146	6	427	30	4
NC_058069.1:3894657-3895086	Cluster_3243	N	35	340	323	2	26
NC_058069.1:3905637-3906063	Cluster_3244	N	8	0	0	0	103
NC_058069.1:3946151-3946600	Cluster_3245	N	20	1	3425	5	2
NC_058069.1:3961797-3962210	Cluster_3246	N	8	0	58	4	48
NC_058069.1:4030337-4030765	Cluster_3247	N	164	44	66	0	5
NC_058069.1:4037122-4037547	Cluster_3248	N	0	9	10	0	118
NC_058069.1:4079367-4079782	Cluster_3249	N	14	76	29	168	3
NC_058069.1:4112409-4112927	Cluster_3250	N	21795	46181	269548	26458	183117
NC_058069.1:4144064-4144498	Cluster_3251	N	83	431	511	501	316
NC_058069.1:4447931-4448351	Cluster_3252	N	45	29	39	19	29
NC_058069.1:4452067-4452550	Cluster_3253	N	55	115	224	85	112
NC_058069.1:4527984-4528407	Cluster_3254	N	2	130	4	1	3
NC_058069.1:4528752-4529153	Cluster_3255	N	1	77	8	5	0
NC_058069.1:4529198-4529624	Cluster_3256	N	1	14	0	137	6
NC_058069.1:4732407-4733313	Cluster_3257	N	250	315	296	188	356
NC_058069.1:4800706-4801133	Cluster_3258	N	3	0	106	6	0
NC_058069.1:4834879-4836648	Cluster_3259	N	6230	3081	5938	2802	3432
NC_058069.1:4875878-4876305	Cluster_3260	N	0	56	4	48	38
NC_058069.1:4917176-4917603	Cluster_3261	N	3	1	84	5	0
NC_058069.1:4941447-4941944	Cluster_3262	N	0	298	1	9	0
NC_058069.1:4986312-4986742	Cluster_3263	N	95	93	48	74	138
NC_058069.1:5057751-5058182	Cluster_3264	N	524	510	411	179	283
NC_058069.1:5066335-5066875	Cluster_3265	N	1309	1885	1288	667	1885
NC_058069.1:5068691-5069227	Cluster_3266	N	213	279	150	83	193
NC_058069.1:5120219-5120649	Cluster_3267	N	161	55	45	41	35
NC_058069.1:5125112-5125764	Cluster_3268	N	144	56	106	63	58
NC_058069.1:5126211-5127378	Cluster_3269	N	4180	1418	3044	1294	1318
NC_058069.1:5164328-5164759	Cluster_3270	N	30	109	115	125	25
NC_058069.1:5165364-5165907	Cluster_3271	N	352	576	333	306	398
NC_058069.1:5182242-5182657	Cluster_3272	N	68	1	143	0	0
NC_058069.1:5184932-5185507	Cluster_3273	N	92	123	431	0	47
NC_058069.1:5194605-5195021	Cluster_3274	N	35	74	95	43	38
NC_058069.1:5342849-5343281	Cluster_3275	N	3102	3587	1406	2104	1959
NC_058069.1:5402374-5402930	Cluster_3276	N	231	84	65	140	62
NC_058069.1:5406751-5407170	Cluster_3277	N	14	30	36	26	17
NC_058069.1:5523073-5523488	Cluster_3278	N	15	26	60	32	19
NC_058069.1:5591403-5592009	Cluster_3279	N	344	771	756	416	422
NC_058069.1:5657401-5657818	Cluster_3280	N	42	41	33	36	26
NC_058069.1:5706287-5706698	Cluster_3281	N	1	37	21	36	2
NC_058069.1:5709847-5710274	Cluster_3282	N	62	0	5	12	11
NC_058069.1:5838779-5839205	Cluster_3283	N	47	31	45	40	48
NC_058069.1:5897096-5897517	Cluster_3284	N	26	49	32	15	13
NC_058069.1:5977449-5977863	Cluster_3285	N	3	66	58	5	87
NC_058069.1:6028456-6028868	Cluster_3286	N	40	38	51	40	137
NC_058069.1:6102619-6103047	Cluster_3287	N	5	368	37	1	35
NC_058069.1:6113674-6115697	Cluster_3288	N	2115	4774	248	1947	4377
NC_058069.1:6287299-6287729	Cluster_3289	N	0	17	27	74	1050
NC_058069.1:6303357-6303808	Cluster_3290	N	0	678	82	24	0
NC_058069.1:6496640-6497122	Cluster_3291	N	410	586	539	324	373
NC_058069.1:6506271-6506699	Cluster_3292	N	91	0	0	0	0
NC_058069.1:6543407-6543931	Cluster_3293	N	0	380	282	13	1
NC_058069.1:6578949-6579376	Cluster_3294	N	18	114	9	110	0
NC_058069.1:6641938-6642365	Cluster_3295	N	25	178	131	0	24
NC_058069.1:6750279-6750707	Cluster_3296	N	21	17	38	5	32
NC_058069.1:6762333-6762755	Cluster_3297	N	17	10	7	88	1
NC_058069.1:6777248-6777660	Cluster_3298	N	112	0	119	0	0
NC_058069.1:6778100-6778648	Cluster_3299	N	19	162	19	336	68
NC_058069.1:6847682-6848109	Cluster_3300	N	1	155	0	0	0
NC_058069.1:6940090-6940519	Cluster_3301	N	17	1	411	35	29
NC_058069.1:6969067-6969640	Cluster_3302	N	159	37	527	41	9
NC_058069.1:7000527-7001179	Cluster_3303	N	39	474	274	56	194
NC_058069.1:7071710-7072140	Cluster_3304	N	540	2	644	200	617
NC_058069.1:7096505-7096934	Cluster_3305	N	0	438	54	75	209
NC_058069.1:7179331-7179753	Cluster_3306	N	22	6	56	26	80
NC_058069.1:7219757-7220181	Cluster_3307	N	30	109	92	16	3
NC_058069.1:7220526-7220955	Cluster_3308	N	20	31	364	6	3
NC_058069.1:7332222-7333484	Cluster_3309	N	3364	245	104	161	50
NC_058069.1:7333799-7334353	Cluster_3310	N	392	37	29	47	13
NC_058069.1:7337392-7337823	Cluster_3311	N	8	288	2334	184	1
NC_058069.1:7338431-7339290	Cluster_3312	N	701	100	93	188	37
NC_058069.1:7355681-7356109	Cluster_3313	N	101	0	13	117	13
NC_058069.1:7406803-7407246	Cluster_3314	N	995	1774	2271	2234	984
NC_058069.1:7407718-7408136	Cluster_3315	N	14	79	10	53	25
NC_058069.1:7425600-7426029	Cluster_3316	N	74	73	83	36	38
NC_058069.1:7429058-7431171	Cluster_3317	N	6711	853	1176	2580	466
NC_058069.1:7438699-7439243	Cluster_3318	N	971	15	0	2	993
NC_058069.1:7464490-7465679	Cluster_3319	N	44	78	159	154	612
NC_058069.1:7465782-7466498	Cluster_3320	N	184	461	373	467	536
NC_058069.1:7467061-7467707	Cluster_3321	N	302	432	52	250	63
NC_058069.1:7467922-7468460	Cluster_3322	N	2186	1164	15	1318	880
NC_058069.1:7506181-7506597	Cluster_3323	N	30	25	16	71	47
NC_058069.1:7574640-7575160	Cluster_3324	N	155	50	34	250	14
NC_058069.1:7592989-7593412	Cluster_3325	N	23	0	2	87	1
NC_058069.1:7593488-7594082	Cluster_3326	N	306	0	341	10	306
NC_058069.1:7595519-7595994	Cluster_3327	N	453	12	33	18	91
NC_058069.1:7680464-7680893	Cluster_3328	N	580	364	381	273	359
NC_058069.1:7744686-7745104	Cluster_3329	N	0	31	25	74	0
NC_058069.1:7793499-7793927	Cluster_3330	N	29	81	0	1	0
NC_058069.1:7795364-7795976	Cluster_3331	N	1692	2291	24	628	4
NC_058069.1:7813085-7813736	Cluster_3332	N	256	7	1181	0	5
NC_058069.1:7855059-7856413	Cluster_3333	N	2334	220	410	300	817
NC_058069.1:7915685-7916109	Cluster_3334	N	2	0	9	172	28
NC_058069.1:7925559-7925984	Cluster_3335	N	7	50	8	106	19
NC_058069.1:7927296-7927704	Cluster_3336	N	1	49	26	3	25
NC_058069.1:7929230-7929656	Cluster_3337	N	2	288	0	1	0
NC_058069.1:7983428-7984800	Cluster_3338	N	404	518	397	170	388
NC_058069.1:7990633-7991058	Cluster_3339	N	61	9	38	1	3
NC_058069.1:8022669-8023832	Cluster_3340	N	42	2693	526	964	24
NC_058069.1:8052987-8053509	Cluster_3341	N	0	352	821	653	0
NC_058069.1:8059883-8060441	Cluster_3342	N	168	1	103	1	1
NC_058069.1:8061173-8062095	Cluster_3343	N	832	80	532	36	45
NC_058069.1:8062412-8063973	Cluster_3344	N	670	44	1417	14	53
NC_058069.1:8064086-8064570	Cluster_3345	N	130	158	31	47	44
NC_058069.1:8065818-8066247	Cluster_3346	N	237	22	102	141	4
NC_058069.1:8078941-8079391	Cluster_3347	N	80	135	41	346	171
NC_058069.1:8082757-8083187	Cluster_3348	N	5	38	41	9154	12
NC_058069.1:8083297-8083731	Cluster_3349	N	77	58	4	64	137
NC_058069.1:8087941-8088369	Cluster_3350	N	0	49	0	70	22
NC_058069.1:8088433-8088862	Cluster_3351	N	0	7	3	143	81
NC_058069.1:8123610-8125520	Cluster_3352	N	37	3302	83	769	203
NC_058069.1:8125894-8126358	Cluster_3353	N	65	372	42	48	0
NC_058069.1:8126790-8127219	Cluster_3354	N	169	4	9	2	2
NC_058069.1:8149055-8149495	Cluster_3355	N	961	1029	184	614	134
NC_058069.1:8175482-8176111	Cluster_3356	N	148	88	695	97	108
NC_058069.1:8176213-8176641	Cluster_3357	N	114	24	111	218	55
NC_058069.1:8180959-8181372	Cluster_3358	N	28	86	1	1	4
NC_058069.1:8186743-8187300	Cluster_3359	N	68	152	89	123	137
NC_058069.1:8188754-8189181	Cluster_3360	N	20	142	38	41	81
NC_058069.1:8192918-8193356	Cluster_3361	N	324	8	700	73	256
NC_058069.1:8193921-8194522	Cluster_3362	N	855	50	643	83	670
NC_058069.1:8194538-8195189	Cluster_3363	N	189	13	121	19	94
NC_058069.1:8197899-8198326	Cluster_3364	N	24	3	140	0	8
NC_058069.1:8246759-8247311	Cluster_3365	N	1046	4124	751	1218	1877
NC_058069.1:8247877-8248307	Cluster_3366	N	641	103	1	101	117
NC_058069.1:8253586-8254015	Cluster_3367	N	116	69	53	13	27
NC_058069.1:8291965-8292395	Cluster_3368	N	395	55	1	11	12
NC_058069.1:8317551-8317980	Cluster_3369	N	0	0	0	0	388
NC_058069.1:8337512-8338266	Cluster_3370	N	531	159	0	4359	737
NC_058069.1:8379191-8379737	Cluster_3371	N	61	654	109	28	6
NC_058069.1:8380110-8380539	Cluster_3372	N	16	110	23	3	10
NC_058069.1:8382251-8383471	Cluster_3373	N	0	731	44	0	4
NC_058069.1:8391037-8391465	Cluster_3374	N	119	0	0	4	31
NC_058069.1:8405083-8405606	Cluster_3375	N	62	11	26	30	908
NC_058069.1:8444322-8444833	Cluster_3376	N	33	3242	14	32	5
NC_058069.1:8444995-8445402	Cluster_3377	N	25	169	3	4	6
NC_058069.1:8445607-8446659	Cluster_3378	N	31	2717	0	3	10
NC_058069.1:8461104-8461653	Cluster_3379	N	27	285	6	274	11
NC_058069.1:8469712-8470140	Cluster_3380	N	99	178	3	1	6
NC_058069.1:8473179-8473906	Cluster_3381	N	149	90	183	161	63
NC_058069.1:8473916-8474427	Cluster_3382	N	111	53	145	39	47
NC_058069.1:8474522-8475281	Cluster_3383	N	208	101	188	148	71
NC_058069.1:8480850-8481274	Cluster_3384	N	21	90	0	0	0
NC_058069.1:8507469-8507908	Cluster_3385	N	88	730	440	58	70
NC_058069.1:8508162-8510868	Cluster_3386	N	3436	5512	4325	4862	4259
NC_058069.1:8511308-8512021	Cluster_3387	N	103	587	364	260	315
NC_058069.1:8591386-8591932	Cluster_3388	N	1688	5962	1309	510	1581
NC_058069.1:8592525-8592936	Cluster_3389	N	39	23	39	14	27
NC_058069.1:8664615-8665043	Cluster_3390	N	14	18	14	12	255
NC_058069.1:8670575-8671000	Cluster_3391	N	29	40	0	41	44
NC_058069.1:8698736-8699164	Cluster_3392	N	360	249	591	272	223
NC_058069.1:8726972-8727392	Cluster_3393	N	118	2	0	0	0
NC_058069.1:8742511-8742939	Cluster_3394	N	8	0	197	11	0
NC_058069.1:8750208-8750644	Cluster_3395	N	10	20	25	161	264
NC_058069.1:8753373-8753952	Cluster_3396	N	0	210	1	135	1048
NC_058069.1:8770249-8770668	Cluster_3397	N	9	53	16	29	19
NC_058069.1:8789554-8789981	Cluster_3398	N	12	6	47	99	33
NC_058069.1:8806663-8807105	Cluster_3399	N	46	161	96	62	35
NC_058069.1:8807320-8807764	Cluster_3400	N	139	280	2	82	62
NC_058069.1:8872119-8872760	Cluster_3401	N	36	4	122	120	2549
NC_058069.1:8887312-8888106	Cluster_3402	N	26	15	35	131	189
NC_058069.1:8908190-8908713	Cluster_3403	N	186	35	15	47	30
NC_058069.1:8942300-8942725	Cluster_3404	N	33	14	53	4	5
NC_058069.1:8971829-8972729	Cluster_3405	N	142	23	169	253	0
NC_058069.1:8972896-8974138	Cluster_3406	N	660	25	134	101	362
NC_058069.1:8983594-8984022	Cluster_3407	N	4	6	299	18	0
NC_058069.1:8985779-8986208	Cluster_3408	N	87	7	53	26	57
NC_058069.1:9010406-9010831	Cluster_3409	N	9	82	31	27	45
NC_058069.1:9083931-9084360	Cluster_3410	N	0	0	64	130	45
NC_058069.1:9117700-9118530	Cluster_3411	N	468	375	92	154	183
NC_058069.1:9118910-9119644	Cluster_3412	N	657	322	138	138	205
NC_058069.1:9120208-9120857	Cluster_3413	N	544	289	132	103	151
NC_058069.1:9120976-9121404	Cluster_3414	N	85	59	17	29	34
NC_058069.1:9139945-9140358	Cluster_3415	N	21	26	24	3	10
NC_058069.1:9146284-9146709	Cluster_3416	N	4	11	54	69	13
NC_058069.1:9148737-9149165	Cluster_3417	N	5	4	214	13	95
NC_058069.1:9168935-9169364	Cluster_3418	N	0	1	16	167	0
NC_058069.1:9228490-9228935	Cluster_3419	N	6	1	238	0	4
NC_058069.1:9250487-9251095	Cluster_3420	N	135	136	84	18	437
NC_058069.1:9302609-9303022	Cluster_3421	N	9	53	46	181	1
NC_058069.1:9313876-9314290	Cluster_3422	N	3	1	21	1	72
NC_058069.1:9338259-9338673	Cluster_3423	N	88	69	96	84	119
NC_058069.1:9408361-9408787	Cluster_3424	N	17	19	36	17	41
NC_058069.1:9409528-9409954	Cluster_3425	N	39	70	91	12	50
NC_058069.1:9420899-9421308	Cluster_3426	N	0	0	0	95	0
NC_058069.1:9436667-9437093	Cluster_3427	N	0	0	137	0	0
NC_058069.1:9439815-9440579	Cluster_3428	N	100	36	14	193	47
NC_058069.1:9442862-9443262	Cluster_3429	N	4	94	0	0	1
NC_058069.1:9445192-9445605	Cluster_3430	N	0	32	70	17	25
NC_058069.1:9522328-9522750	Cluster_3431	N	30	34	73	28	26
NC_058069.1:9522854-9523271	Cluster_3432	N	23	74	52	27	70
NC_058069.1:9527788-9528244	Cluster_3433	N	633	2477	2059	14	4880
NC_058069.1:9592060-9592489	Cluster_3434	N	142	119	3	6	66
NC_058069.1:9685780-9686197	Cluster_3435	N	0	1	661	0	0
NC_058069.1:9709342-9709765	Cluster_3436	N	1	91	1	1	0
NC_058069.1:9719756-9720184	Cluster_3437	N	15	113	0	0	4
NC_058069.1:9863279-9863693	Cluster_3438	N	3	6	8	6	77
NC_058069.1:10023905-10024327	Cluster_3439	N	3	17	0	81	1
NC_058069.1:10026832-10027548	Cluster_3440	N	19	2624	443	9087	112
NC_058069.1:10028288-10028700	Cluster_3441	N	25	10	15	60	13
NC_058069.1:10134535-10134963	Cluster_3442	N	1	391	0	0	0
NC_058069.1:10229104-10229531	Cluster_3443	N	7	21	33	46	51
NC_058069.1:10233901-10234317	Cluster_3444	N	24	27	13	33	29
NC_058069.1:10294722-10295149	Cluster_3445	N	100	8	3	1	0
NC_058069.1:10382098-10382524	Cluster_3446	N	8	14	39	50	53
NC_058069.1:10425928-10426350	Cluster_3447	N	27	19	0	0	46
NC_058069.1:10577631-10579890	Cluster_3448	N	941	634	2138	844	220
NC_058069.1:10580086-10580647	Cluster_3449	N	192	319	207	58	42
NC_058069.1:10581637-10582296	Cluster_3450	N	31	251	237	98	57
NC_058069.1:10582456-10582884	Cluster_3451	N	9	152	52	39	34
NC_058069.1:10600455-10600883	Cluster_3452	N	96	23	467	1	17
NC_058069.1:10777336-10777750	Cluster_3453	N	7	43	18	16	0
NC_058069.1:10793610-10794037	Cluster_3454	N	179	2	30	22	2
NC_058069.1:10855402-10855830	Cluster_3455	N	78	33	66	29	40
NC_058069.1:10864513-10864919	Cluster_3456	N	24	27	46	44	10
NC_058069.1:10868829-10869348	Cluster_3457	N	0	27	154	80	39
NC_058069.1:10874439-10874877	Cluster_3458	N	131	216	56	0	364
NC_058069.1:10875034-10875467	Cluster_3459	N	109	153	41	567	104
NC_058069.1:10949432-10949860	Cluster_3460	N	4	1	126	4	1
NC_058069.1:11180290-11180708	Cluster_3461	N	15	0	0	940	3
NC_058069.1:11202552-11202973	Cluster_3462	N	62	51	67	0	3
NC_058069.1:11204364-11204793	Cluster_3463	N	47	69	65	0	21
NC_058069.1:11220760-11221187	Cluster_3464	N	2	1	61	25	70
NC_058069.1:11315430-11315854	Cluster_3465	N	7	114	3	0	11
NC_058069.1:11316089-11316516	Cluster_3466	N	4	173	9	59	0
NC_058069.1:11317372-11317797	Cluster_3467	N	0	1	260	2	0
NC_058069.1:11331849-11332529	Cluster_3468	N	318	28	0	21	194
NC_058069.1:11356780-11357210	Cluster_3469	N	100	0	0	2	0
NC_058069.1:11401992-11402419	Cluster_3470	N	88	0	0	0	0
NC_058069.1:11412704-11413202	Cluster_3471	N	2867	2297	529	988	1720
NC_058069.1:11461775-11462198	Cluster_3472	N	23	50	49	25	41
NC_058069.1:11497169-11497598	Cluster_3473	N	15	176	103	145	18
NC_058069.1:11497699-11499177	Cluster_3474	N	1152	4010	987	2406	2415
NC_058069.1:11511383-11511812	Cluster_3475	N	21	0	263	14	27
NC_058069.1:11512836-11514549	Cluster_3476	N	675	2140	1005	160	173
NC_058069.1:11515150-11515830	Cluster_3477	N	99	83	323	128	90
NC_058069.1:11515869-11516805	Cluster_3478	N	179	385	287	94	82
NC_058069.1:11537487-11537910	Cluster_3479	N	1	0	83	0	27
NC_058069.1:11543663-11544090	Cluster_3480	N	0	0	313	148	1
NC_058069.1:11548179-11548606	Cluster_3481	N	127	0	0	1	1
NC_058069.1:11553354-11553791	Cluster_3482	N	39	1	1	947	203
NC_058069.1:11577079-11577548	Cluster_3483	N	43	53	1104	21	11
NC_058069.1:11650840-11651268	Cluster_3484	N	7	24	144	25	2
NC_058069.1:11662289-11662714	Cluster_3485	N	69	102	19	24	6
NC_058069.1:11743665-11744092	Cluster_3486	N	358	13	2	6	0
NC_058069.1:11745280-11745709	Cluster_3487	N	2	0	1	1797	2
NC_058069.1:11753544-11754139	Cluster_3488	N	76	112	21	16	81
NC_058069.1:11839908-11840324	Cluster_3489	N	22	68	38	10	1
NC_058069.1:11889895-11890869	Cluster_3490	N	225	295	355	210	316
NC_058069.1:11960522-11961055	Cluster_3491	N	370	0	131	174	0
NC_058069.1:11976864-11977292	Cluster_3492	N	0	289	0	0	0
NC_058069.1:11987856-11988285	Cluster_3493	N	220	11	25	0	24
NC_058069.1:12007391-12007813	Cluster_3494	N	2	5	0	120	0
NC_058069.1:12166589-12166993	Cluster_3495	N	0	11	56	37	1
NC_058069.1:12611847-12612289	Cluster_3496	N	137	48	42	35	50
NC_058069.1:12612635-12613063	Cluster_3497	N	177	63	56	35	36
NC_058069.1:12613329-12614352	Cluster_3498	N	413	232	357	117	757
NC_058069.1:12616675-12617105	Cluster_3499	N	39	3074	24	0	429
NC_058069.1:12618686-12619457	Cluster_3500	N	482	838	484	5	7
NC_058069.1:12641269-12641678	Cluster_3501	N	7	4	30	122	4
NC_058069.1:12662372-12662795	Cluster_3502	N	0	124	0	0	0
NC_058069.1:12672169-12672597	Cluster_3503	N	1	11	0	0	166
NC_058069.1:12719232-12720312	Cluster_3504	N	2368	580	2208	3743	2822
NC_058069.1:12745768-12746572	Cluster_3505	N	73	121	287	8	106
NC_058069.1:12776212-12776632	Cluster_3506	N	17	0	69	2	22
NC_058069.1:12820822-12821431	Cluster_3507	N	230	7	261	24	1
NC_058069.1:12862234-12862664	Cluster_3508	N	94	29	128	99	438
NC_058069.1:12869781-12870225	Cluster_3509	N	626	337	352	249	47
NC_058069.1:12940103-12940532	Cluster_3510	N	142	2	2	12	62
NC_058069.1:13002415-13002883	Cluster_3511	N	65	60	48	177	116
NC_058069.1:13052393-13052879	Cluster_3512	N	16	20	2	123	85
NC_058069.1:13053777-13054206	Cluster_3513	N	3	172	157	0	3
NC_058069.1:13054859-13055289	Cluster_3514	N	612	0	0	0	0
NC_058069.1:13103559-13103986	Cluster_3515	N	4	1	0	138	0
NC_058069.1:13140663-13141300	Cluster_3516	N	35	536	20	85	5
NC_058069.1:13169075-13169500	Cluster_3517	N	0	0	0	0	112
NC_058069.1:13173160-13173588	Cluster_3518	N	3	6	354	5	0
NC_058069.1:13214909-13215337	Cluster_3519	N	93	49	62	48	11
NC_058069.1:13215770-13216410	Cluster_3520	N	156	190	285	42	8
NC_058069.1:13216708-13217130	Cluster_3521	N	101	74	41	26	0
NC_058069.1:13227488-13228060	Cluster_3522	N	98	313	414	1	78
NC_058069.1:13228170-13229012	Cluster_3523	N	53	401	389	2	7
NC_058069.1:13229026-13229448	Cluster_3524	N	100	67	49	0	2
NC_058069.1:13229504-13229938	Cluster_3525	N	22	134	179	0	1
NC_058069.1:13229976-13230565	Cluster_3526	N	141	298	144	23	5
NC_058069.1:13230736-13231400	Cluster_3527	N	64	229	228	2	2
NC_058069.1:13231417-13232188	Cluster_3528	N	48	230	276	0	0
NC_058069.1:13236941-13237364	Cluster_3529	N	27	27	0	55	40
NC_058069.1:13296268-13296952	Cluster_3530	N	0	1	2	535	3
NC_058069.1:13298924-13299353	Cluster_3531	N	15	107	10	83	2
NC_058069.1:13299610-13300151	Cluster_3532	N	1515	1106	107	1836	1676
NC_058069.1:13301252-13301726	Cluster_3533	N	329	2	50	18	243
NC_058069.1:13303280-13303710	Cluster_3534	N	12	7	17	278	11
NC_058069.1:13303881-13304325	Cluster_3535	N	201	106	94	93	60
NC_058069.1:13312089-13312506	Cluster_3536	N	71	17	10	123	38
NC_058069.1:13312665-13313095	Cluster_3537	N	108	27	115	85	439
NC_058069.1:13315896-13317016	Cluster_3538	N	257	167	120	121	171
NC_058069.1:13380650-13381065	Cluster_3539	N	22	86	1	77	19
NC_058069.1:13559849-13560277	Cluster_3540	N	87	69	100	130	159
NC_058069.1:13629523-13629948	Cluster_3541	N	0	63	26	1	127
NC_058069.1:13654436-13655145	Cluster_3542	N	389	12	84	1	102
NC_058069.1:13682000-13682427	Cluster_3543	N	41	183	1	6	2
NC_058069.1:13725306-13725851	Cluster_3544	N	49	1413	0	328	792
NC_058069.1:13726498-13726936	Cluster_3545	N	12	1157	42	3	226
NC_058069.1:13728212-13728639	Cluster_3546	N	8	153	24	6	32
NC_058069.1:13728976-13729380	Cluster_3547	N	11	48	22	3	6
NC_058069.1:13773428-13773855	Cluster_3548	N	1	4	5	144	0
NC_058069.1:13776477-13776965	Cluster_3549	N	1870	35	10	2737	1
NC_058069.1:13777351-13777838	Cluster_3550	N	2373	0	9	122	862
NC_058069.1:13838445-13839801	Cluster_3551	N	197	326	859	4917	5227
NC_058069.1:13841215-13841637	Cluster_3552	N	37	37	64	19	21
NC_058069.1:13841956-13842359	Cluster_3553	N	42	21	41	24	19
NC_058069.1:13957952-13958378	Cluster_3554	N	0	48	133	21	0
NC_058069.1:13965062-13965489	Cluster_3555	N	91	0	2	48	1
NC_058069.1:14082167-14082593	Cluster_3556	N	39	13	24	30	52
NC_058069.1:14112201-14112620	Cluster_3557	N	25	18	39	3	4
NC_058069.1:14123532-14123959	Cluster_3558	N	154	2	55	0	0
NC_058069.1:14216479-14216895	Cluster_3559	N	32	22	25	76	39
NC_058069.1:14351259-14351686	Cluster_3560	N	0	4	89	0	4
NC_058069.1:14390749-14391155	Cluster_3561	N	1	1	147	0	1
NC_058069.1:14485101-14485530	Cluster_3562	N	9	4	1	103	5
NC_058069.1:14504699-14505142	Cluster_3563	N	56170	32	5987	4004	0
NC_058069.1:14506336-14506750	Cluster_3564	N	0	105	36	0	4
NC_058069.1:14518948-14519377	Cluster_3565	N	77	0	2	103	42
NC_058069.1:14618171-14618600	Cluster_3566	N	12	287	127	26	19
NC_058069.1:14618733-14619175	Cluster_3567	N	0	22475	6036	4080	25753
NC_058069.1:14640989-14641418	Cluster_3568	N	0	3	0	356	15
NC_058069.1:14765386-14765819	Cluster_3569	N	0	1	0	325	1
