"210","LOC114953912","GO:0060152","microtubule-based peroxisome localization",3,1,0.01,0.00267,"Biological Processes","NC_058073.1","ShortStack","mature_miRNA",11856174,11856195,"+","ID=Cluster_6965.mature;Parent=Cluster_6965","NC_058073.1","Gnomon","mRNA",11846683,11872035,"+","ID=rna-XM_029330328.2;Parent=gene-LOC114953912;Dbxref=GeneID:114953912,Genbank:XM_029330328.2;Name=XM_029330328.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953912;model_evidence=Supporting evidence includes similarity to: 9 mRNAs%2C 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 78 samples with support for all annotated introns;product=peroxisome biogenesis factor 1-like%2C transcript variant X1;transcript_id=XM_029330328.2",21,0.333333333333333
"211","LOC114953912","GO:0060152","microtubule-based peroxisome localization",3,1,0.01,0.00267,"Biological Processes","NC_058073.1","ShortStack","mature_miRNA",11856174,11856195,"+","ID=Cluster_6965.mature;Parent=Cluster_6965","NC_058073.1","Gnomon","mRNA",11847842,11872035,"+","ID=rna-XM_029330329.2;Parent=gene-LOC114953912;Dbxref=GeneID:114953912,Genbank:XM_029330329.2;Name=XM_029330329.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953912;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=peroxisome biogenesis factor 1-like%2C transcript variant X2;transcript_id=XM_029330329.2",21,0.333333333333333
"212","LOC114954409","GO:0006307","DNA dealkylation involved in DNA repair",9,1,0.02,0.00798,"Biological Processes","NC_058073.1","ShortStack","mature_miRNA",11426851,11426872,"-","ID=Cluster_6958.mature;Parent=Cluster_6958","NC_058073.1","Gnomon","mRNA",11418451,11427908,"-","ID=rna-XM_044324197.1;Parent=gene-LOC114954409;Dbxref=GeneID:114954409,Genbank:XM_044324197.1;Name=XM_044324197.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114954409;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 21 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments;product=activating signal cointegrator 1 complex subunit 2-like;transcript_id=XM_044324197.1",21,0.111111111111111
"213","LOC114954409","GO:0032790","ribosome disassembly",10,1,0.02,0.00886,"Biological Processes","NC_058073.1","ShortStack","mature_miRNA",11426851,11426872,"-","ID=Cluster_6958.mature;Parent=Cluster_6958","NC_058073.1","Gnomon","mRNA",11418451,11427908,"-","ID=rna-XM_044324197.1;Parent=gene-LOC114954409;Dbxref=GeneID:114954409,Genbank:XM_044324197.1;Name=XM_044324197.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114954409;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 21 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments;product=activating signal cointegrator 1 complex subunit 2-like;transcript_id=XM_044324197.1",21,0.1
"214","LOC114954409","GO:0072344","rescue of stalled ribosome",35,1,0.06,0.03069,"Biological Processes","NC_058073.1","ShortStack","mature_miRNA",11426851,11426872,"-","ID=Cluster_6958.mature;Parent=Cluster_6958","NC_058073.1","Gnomon","mRNA",11418451,11427908,"-","ID=rna-XM_044324197.1;Parent=gene-LOC114954409;Dbxref=GeneID:114954409,Genbank:XM_044324197.1;Name=XM_044324197.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114954409;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 21 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments;product=activating signal cointegrator 1 complex subunit 2-like;transcript_id=XM_044324197.1",21,0.0285714285714286
"215","LOC114954409","GO:1990116","ribosome-associated ubiquitin-dependent protein cat...",7,1,0.01,0.00621,"Biological Processes","NC_058073.1","ShortStack","mature_miRNA",11426851,11426872,"-","ID=Cluster_6958.mature;Parent=Cluster_6958","NC_058073.1","Gnomon","mRNA",11418451,11427908,"-","ID=rna-XM_044324197.1;Parent=gene-LOC114954409;Dbxref=GeneID:114954409,Genbank:XM_044324197.1;Name=XM_044324197.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114954409;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 21 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments;product=activating signal cointegrator 1 complex subunit 2-like;transcript_id=XM_044324197.1",21,0.142857142857143
"216","LOC114969778","GO:0003413","chondrocyte differentiation involved in endochondra...",8,1,0.01,0.0071,"Biological Processes","NC_058074.1","ShortStack","mature_miRNA",2966523,2966545,"+","ID=Cluster_7077.mature;Parent=Cluster_7077","NC_058074.1","Gnomon","mRNA",2941618,2980369,"+","ID=rna-XM_044325739.1;Parent=gene-LOC114969778;Dbxref=GeneID:114969778,Genbank:XM_044325739.1;Name=XM_044325739.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 3 bases in 2 codons%3B deleted 2 bases in 2 codons;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114969778;model_evidence=Supporting evidence includes similarity to: 13 mRNAs%2C 5 Proteins%2C and 95%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114969778;transcript_id=XM_044325739.1",22,0.125
"217","LOC114969778","GO:0045669","positive regulation of osteoblast differentiation",55,1,0.1,0.04782,"Biological Processes","NC_058074.1","ShortStack","mature_miRNA",2966523,2966545,"+","ID=Cluster_7077.mature;Parent=Cluster_7077","NC_058074.1","Gnomon","mRNA",2941618,2980369,"+","ID=rna-XM_044325739.1;Parent=gene-LOC114969778;Dbxref=GeneID:114969778,Genbank:XM_044325739.1;Name=XM_044325739.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 3 bases in 2 codons%3B deleted 2 bases in 2 codons;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114969778;model_evidence=Supporting evidence includes similarity to: 13 mRNAs%2C 5 Proteins%2C and 95%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114969778;transcript_id=XM_044325739.1",22,0.0181818181818182
"218","LOC114969778","GO:0045880","positive regulation of smoothened signaling pathway",43,1,0.08,0.03758,"Biological Processes","NC_058074.1","ShortStack","mature_miRNA",2966523,2966545,"+","ID=Cluster_7077.mature;Parent=Cluster_7077","NC_058074.1","Gnomon","mRNA",2941618,2980369,"+","ID=rna-XM_044325739.1;Parent=gene-LOC114969778;Dbxref=GeneID:114969778,Genbank:XM_044325739.1;Name=XM_044325739.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 3 bases in 2 codons%3B deleted 2 bases in 2 codons;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114969778;model_evidence=Supporting evidence includes similarity to: 13 mRNAs%2C 5 Proteins%2C and 95%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114969778;transcript_id=XM_044325739.1",22,0.0232558139534884
"219","LOC114969778","GO:1902732","positive regulation of chondrocyte proliferation",3,1,0.01,0.00267,"Biological Processes","NC_058074.1","ShortStack","mature_miRNA",2966523,2966545,"+","ID=Cluster_7077.mature;Parent=Cluster_7077","NC_058074.1","Gnomon","mRNA",2941618,2980369,"+","ID=rna-XM_044325739.1;Parent=gene-LOC114969778;Dbxref=GeneID:114969778,Genbank:XM_044325739.1;Name=XM_044325739.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 3 bases in 2 codons%3B deleted 2 bases in 2 codons;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114969778;model_evidence=Supporting evidence includes similarity to: 13 mRNAs%2C 5 Proteins%2C and 95%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114969778;transcript_id=XM_044325739.1",22,0.333333333333333
"220","LOC114953318","GO:0002121","inter-male aggressive behavior",20,1,0.04,0.01765,"Biological Processes","NC_058075.1","ShortStack","mature_miRNA",15908523,15908544,"+","ID=Cluster_8475.mature;Parent=Cluster_8475","NC_058075.1","Gnomon","mRNA",15909001,15929810,"-","ID=rna-XM_029329537.2;Parent=gene-LOC114953318;Dbxref=GeneID:114953318,Genbank:XM_029329537.2;Name=XM_029329537.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953318;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=substance-P receptor-like%2C transcript variant X1;transcript_id=XM_029329537.2",-457,0.05
"221","LOC114953318","GO:0007217","tachykinin receptor signaling pathway",36,1,0.06,0.03156,"Biological Processes","NC_058075.1","ShortStack","mature_miRNA",15908523,15908544,"+","ID=Cluster_8475.mature;Parent=Cluster_8475","NC_058075.1","Gnomon","mRNA",15909001,15929810,"-","ID=rna-XM_029329537.2;Parent=gene-LOC114953318;Dbxref=GeneID:114953318,Genbank:XM_029329537.2;Name=XM_029329537.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953318;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=substance-P receptor-like%2C transcript variant X1;transcript_id=XM_029329537.2",-457,0.0277777777777778
"222","LOC114953318","GO:0002121","inter-male aggressive behavior",20,1,0.04,0.01765,"Biological Processes","NC_058075.1","ShortStack","mature_miRNA",15908523,15908544,"+","ID=Cluster_8475.mature;Parent=Cluster_8475","NC_058075.1","Gnomon","mRNA",15909001,15929810,"-","ID=rna-XM_029329537.2;Parent=gene-LOC114953318;Dbxref=GeneID:114953318,Genbank:XM_029329537.2;Name=XM_029329537.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953318;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=substance-P receptor-like%2C transcript variant X1;transcript_id=XM_029329537.2",-457,0.05
"223","LOC114953318","GO:0007217","tachykinin receptor signaling pathway",36,1,0.06,0.03156,"Biological Processes","NC_058075.1","ShortStack","mature_miRNA",15908523,15908544,"+","ID=Cluster_8475.mature;Parent=Cluster_8475","NC_058075.1","Gnomon","mRNA",15909001,15929810,"-","ID=rna-XM_029329537.2;Parent=gene-LOC114953318;Dbxref=GeneID:114953318,Genbank:XM_029329537.2;Name=XM_029329537.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953318;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=substance-P receptor-like%2C transcript variant X1;transcript_id=XM_029329537.2",-457,0.0277777777777778
"224","LOC114953222","GO:0016323","basolateral plasma membrane",315,2,0.84,0.0475,"Cellular Components","NC_058073.1","ShortStack","mature_miRNA",15996879,15996901,"-","ID=Cluster_7025.mature;Parent=Cluster_7025","NC_058073.1","Gnomon","mRNA",15973866,15994752,"+","ID=rna-XM_029329418.2;Parent=gene-LOC114953222;Dbxref=GeneID:114953222,Genbank:XM_029329418.2;Name=XM_029329418.2;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953222;model_evidence=Supporting evidence includes similarity to: 4 mRNAs%2C 15 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 93 samples with support for all annotated introns;product=disks large homolog 1-like;transcript_id=XM_029329418.2",-2127,0.00634920634920635
"225","LOC114953222","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058073.1","ShortStack","mature_miRNA",15996879,15996901,"-","ID=Cluster_7025.mature;Parent=Cluster_7025","NC_058073.1","Gnomon","mRNA",15973866,15994752,"+","ID=rna-XM_029329418.2;Parent=gene-LOC114953222;Dbxref=GeneID:114953222,Genbank:XM_029329418.2;Name=XM_029329418.2;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953222;model_evidence=Supporting evidence includes similarity to: 4 mRNAs%2C 15 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 93 samples with support for all annotated introns;product=disks large homolog 1-like;transcript_id=XM_029329418.2",-2127,0.00961538461538462
"226","LOC114953222","GO:0098839","postsynaptic density membrane",79,2,0.21,0.0035,"Cellular Components","NC_058073.1","ShortStack","mature_miRNA",15996879,15996901,"-","ID=Cluster_7025.mature;Parent=Cluster_7025","NC_058073.1","Gnomon","mRNA",15973866,15994752,"+","ID=rna-XM_029329418.2;Parent=gene-LOC114953222;Dbxref=GeneID:114953222,Genbank:XM_029329418.2;Name=XM_029329418.2;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953222;model_evidence=Supporting evidence includes similarity to: 4 mRNAs%2C 15 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 93 samples with support for all annotated introns;product=disks large homolog 1-like;transcript_id=XM_029329418.2",-2127,0.0253164556962025
"227","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329858.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329858.2;Name=XM_029329858.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 21 mRNAs%2C 10 ESTs%2C 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X1;transcript_id=XM_029329858.2",21,0.0769230769230769
"228","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329859.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329859.2;Name=XM_029329859.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X2;transcript_id=XM_029329859.2",21,0.0769230769230769
"229","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329860.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329860.2;Name=XM_029329860.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 18 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 83 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X3;transcript_id=XM_029329860.2",21,0.0769230769230769
"230","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329861.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329861.2;Name=XM_029329861.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 18 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X4;transcript_id=XM_029329861.2",21,0.0769230769230769
"231","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329862.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329862.2;Name=XM_029329862.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 17 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 89 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X5;transcript_id=XM_029329862.2",21,0.0769230769230769
"232","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329864.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329864.2;Name=XM_029329864.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X6;transcript_id=XM_029329864.2",21,0.0769230769230769
"233","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329865.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329865.2;Name=XM_029329865.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 86 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X8;transcript_id=XM_029329865.2",21,0.0769230769230769
"234","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329866.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329866.2;Name=XM_029329866.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 85 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X9;transcript_id=XM_029329866.2",21,0.0769230769230769
"235","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329867.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329867.2;Name=XM_029329867.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 92 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X10;transcript_id=XM_029329867.2",21,0.0769230769230769
"236","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329868.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329868.2;Name=XM_029329868.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X11;transcript_id=XM_029329868.2",21,0.0769230769230769
"237","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329870.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329870.2;Name=XM_029329870.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 89 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X12;transcript_id=XM_029329870.2",21,0.0769230769230769
"238","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329871.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329871.2;Name=XM_029329871.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 88 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X14;transcript_id=XM_029329871.2",21,0.0769230769230769
"239","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_044307367.1;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_044307367.1;Name=XM_044307367.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X7;transcript_id=XM_044307367.1",21,0.0769230769230769
"240","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_044307368.1;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_044307368.1;Name=XM_044307368.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 92 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X13;transcript_id=XM_044307368.1",21,0.0769230769230769
"241","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329858.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329858.2;Name=XM_029329858.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 21 mRNAs%2C 10 ESTs%2C 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X1;transcript_id=XM_029329858.2",21,0.0769230769230769
"242","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329859.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329859.2;Name=XM_029329859.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X2;transcript_id=XM_029329859.2",21,0.0769230769230769
