"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","m_chrom","m_source","m_type","m_start","m_end","m_strand","m_attr","gf_chrom","gf_source","gf_type","gf_start","gf_end","gf_strand","gf_attr","overlap","prop.sig.genes"
"58","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0045197","establishment or maintenance of epithelial cell api...",41,1,0.07,0.0045,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",495117,495138,"+","ID=Cluster_1108.mature;Parent=Cluster_1108","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",497120,514074,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g15123.t1",-1982,0.024390243902439
"59","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0097120","receptor localization to synapse",46,1,0.08,0.00505,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",495117,495138,"+","ID=Cluster_1108.mature;Parent=Cluster_1108","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",497120,514074,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g15123.t1",-1982,0.0217391304347826
"60","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0099072","regulation of postsynaptic membrane neurotransmitte...",69,2,0.11,2.7e-05,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",495117,495138,"+","ID=Cluster_1108.mature;Parent=Cluster_1108","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",497120,514074,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g15123.t1",-1982,0.0289855072463768
"61","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0006897","endocytosis",487,2,0.81,0.00133,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.00410677618069815
"62","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0010628","positive regulation of gene expression",742,2,1.24,0.00304,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.00269541778975741
"63","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0010881","regulation of cardiac muscle contraction by regulat...",24,1,0.04,0.00264,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0416666666666667
"64","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0033292","T-tubule organization",21,1,0.03,0.00231,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0476190476190476
"65","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0034394","protein localization to cell surface",44,1,0.07,0.00483,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0227272727272727
"66","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0036309","protein localization to M-band",17,1,0.03,0.00187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0588235294117647
"67","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0036371","protein localization to T-tubule",18,1,0.03,0.00198,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0555555555555556
"68","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0050821","protein stabilization",144,2,0.24,0.00012,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0138888888888889
"69","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0086036","regulation of cardiac muscle cell membrane potentia...",9,1,0.01,0.00099,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.111111111111111
"70","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0086091","regulation of heart rate by cardiac conduction",37,1,0.06,0.00407,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.027027027027027
"71","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0098904","regulation of AV node cell action potential",5,1,0.01,0.00055,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.2
"72","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0098907","regulation of SA node cell action potential",17,1,0.03,0.00187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0588235294117647
"73","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0098910","regulation of atrial cardiac muscle cell action pot...",17,1,0.03,0.00187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0588235294117647
"74","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:1901018","positive regulation of potassium ion transmembrane ...",19,1,0.03,0.00209,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0526315789473684
"75","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:1901021","positive regulation of calcium ion transmembrane tr...",24,1,0.04,0.00264,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0416666666666667
"76","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:2001259","positive regulation of cation channel activity",40,1,0.07,0.00439,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.025
"77","Pocillopora_meandrina_HIv1___TS.g25957.t1","GO:0010564","regulation of cell cycle process",558,3,0.93,0.00756,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000","ShortStack","mature_miRNA",2872041,2872061,"+","ID=Cluster_34.mature;Parent=Cluster_34","Pocillopora_meandrina_HIv1___Sc0000000","AUGUSTUS","transcript",2868586,2871318,"+","ID=Pocillopora_meandrina_HIv1___TS.g25957.t1",-723,0.00537634408602151
"78","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0000122","negative regulation of transcription by RNA polymer...",433,2,0.72,0.00106,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",5387760,5387781,"-","ID=Cluster_2852.mature;Parent=Cluster_2852","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",5391441,5397563,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",-3660,0.0046189376443418
"79","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0033599","regulation of mammary gland epithelial cell prolife...",5,1,0.01,0.00055,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",5387760,5387781,"-","ID=Cluster_2852.mature;Parent=Cluster_2852","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",5391441,5397563,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",-3660,0.2
"80","Pocillopora_meandrina_HIv1___RNAseq.g14877.t1","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent prote...",58,1,0.1,0.00637,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000024","ShortStack","mature_miRNA",4808688,4808708,"+","ID=Cluster_5642.mature;Parent=Cluster_5642","Pocillopora_meandrina_HIv1___Sc0000024","AUGUSTUS","transcript",4797854,4815578,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g14877.t1",20,0.0172413793103448
"81","Pocillopora_meandrina_HIv1___RNAseq.g1976.t1","GO:0042407","cristae formation",10,1,0.02,0.0011,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",3619363,3619384,"-","ID=Cluster_2832.mature;Parent=Cluster_2832","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",3614528,3621648,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g1976.t1",21,0.1
"82","Pocillopora_meandrina_HIv1___RNAseq.g1976.t1","GO:0051560","mitochondrial calcium ion homeostasis",21,1,0.03,0.00231,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",3619363,3619384,"-","ID=Cluster_2832.mature;Parent=Cluster_2832","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",3614528,3621648,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g1976.t1",21,0.0476190476190476
"83","Pocillopora_meandrina_HIv1___RNAseq.g1976.t1","GO:0070050","neuron cellular homeostasis",47,1,0.08,0.00516,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",3619363,3619384,"-","ID=Cluster_2832.mature;Parent=Cluster_2832","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",3614528,3621648,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g1976.t1",21,0.0212765957446809
"84","Pocillopora_meandrina_HIv1___RNAseq.g23713.t1","GO:0010842","retina layer formation",42,1,0.07,0.00461,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000005","ShortStack","mature_miRNA",10385519,10385541,"+","ID=Cluster_1922.mature;Parent=Cluster_1922","Pocillopora_meandrina_HIv1___Sc0000005","AUGUSTUS","transcript",10381741,10385841,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g23713.t1",22,0.0238095238095238
"85","Pocillopora_meandrina_HIv1___RNAseq.g23713.t1","GO:0042462","eye photoreceptor cell development",69,1,0.11,0.00757,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000005","ShortStack","mature_miRNA",10385519,10385541,"+","ID=Cluster_1922.mature;Parent=Cluster_1922","Pocillopora_meandrina_HIv1___Sc0000005","AUGUSTUS","transcript",10381741,10385841,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g23713.t1",22,0.0144927536231884
"86","Pocillopora_meandrina_HIv1___RNAseq.g7273.t1","GO:0030974","thiamine pyrophosphate transmembrane transport",1,1,0,0.00011,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002","ShortStack","mature_miRNA",10845744,10845765,"-","ID=Cluster_1002.mature;Parent=Cluster_1002","Pocillopora_meandrina_HIv1___Sc0000002","AUGUSTUS","transcript",10843913,10850073,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g7273.t1",21,1
"87","Pocillopora_meandrina_HIv1___RNAseq.g9990.t1","GO:0006623","protein targeting to vacuole",47,1,0.08,0.00516,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000012","ShortStack","mature_miRNA",6455205,6455226,"+","ID=Cluster_3670.mature;Parent=Cluster_3670","Pocillopora_meandrina_HIv1___Sc0000012","AUGUSTUS","transcript",6453049,6455598,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g9990.t1",21,0.0212765957446809
"88","Pocillopora_meandrina_HIv1___RNAseq.g9990.t1","GO:0034058","endosomal vesicle fusion",15,1,0.02,0.00165,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000012","ShortStack","mature_miRNA",6455205,6455226,"+","ID=Cluster_3670.mature;Parent=Cluster_3670","Pocillopora_meandrina_HIv1___Sc0000012","AUGUSTUS","transcript",6453049,6455598,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g9990.t1",21,0.0666666666666667
"89","Pocillopora_meandrina_HIv1___RNAseq.g9990.t1","GO:0035542","regulation of SNARE complex assembly",11,1,0.02,0.00121,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000012","ShortStack","mature_miRNA",6455205,6455226,"+","ID=Cluster_3670.mature;Parent=Cluster_3670","Pocillopora_meandrina_HIv1___Sc0000012","AUGUSTUS","transcript",6453049,6455598,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g9990.t1",21,0.0909090909090909
"90","Pocillopora_meandrina_HIv1___RNAseq.g14376.t1","GO:0045880","positive regulation of smoothened signaling pathway",37,1,0.06,0.00407,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000009","ShortStack","mature_miRNA",3894922,3894943,"-","ID=Cluster_2970.mature;Parent=Cluster_2970","Pocillopora_meandrina_HIv1___Sc0000009","AUGUSTUS","transcript",3883379,3930270,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g14376.t1",21,0.027027027027027
"91","Pocillopora_meandrina_HIv1___TS.g4480.t1","GO:0006611","protein export from nucleus",34,1,0.06,0.00374,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",3576442,3576463,"+","ID=Cluster_2830.mature;Parent=Cluster_2830","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",3565329,3586108,"+","ID=Pocillopora_meandrina_HIv1___TS.g4480.t1",21,0.0294117647058824
"92","Pocillopora_meandrina_HIv1___RNAseq.g21001.t1","GO:0000266","mitochondrial fission",35,1,0.06,0.00385,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000","ShortStack","mature_miRNA",818049,818070,"+","ID=Cluster_19.mature;Parent=Cluster_19","Pocillopora_meandrina_HIv1___Sc0000000","AUGUSTUS","transcript",816355,820160,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g21001.t1",21,0.0285714285714286
"93","Pocillopora_meandrina_HIv1___RNAseq.g21001.t1","GO:0006919","activation of cysteine-type endopeptidase activity ...",51,1,0.08,0.0056,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000","ShortStack","mature_miRNA",818049,818070,"+","ID=Cluster_19.mature;Parent=Cluster_19","Pocillopora_meandrina_HIv1___Sc0000000","AUGUSTUS","transcript",816355,820160,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g21001.t1",21,0.0196078431372549
"94","Pocillopora_meandrina_HIv1___RNAseq.g21001.t1","GO:0016567","protein ubiquitination",907,2,1.51,0.00449,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000","ShortStack","mature_miRNA",818049,818070,"+","ID=Cluster_19.mature;Parent=Cluster_19","Pocillopora_meandrina_HIv1___Sc0000000","AUGUSTUS","transcript",816355,820160,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g21001.t1",21,0.00220507166482911
"95","Pocillopora_meandrina_HIv1___RNAseq.g21001.t1","GO:0051646","mitochondrion localization",40,1,0.07,0.00439,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000","ShortStack","mature_miRNA",818049,818070,"+","ID=Cluster_19.mature;Parent=Cluster_19","Pocillopora_meandrina_HIv1___Sc0000000","AUGUSTUS","transcript",816355,820160,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g21001.t1",21,0.025
"96","Pocillopora_meandrina_HIv1___RNAseq.g7761.t1","GO:0001938","positive regulation of endothelial cell proliferati...",58,1,0.1,0.00637,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002","ShortStack","mature_miRNA",16106609,16106630,"+","ID=Cluster_1069.mature;Parent=Cluster_1069","Pocillopora_meandrina_HIv1___Sc0000002","AUGUSTUS","transcript",16107095,16109313,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g7761.t1",-465,0.0172413793103448
"97","Pocillopora_meandrina_HIv1___TS.g10998.t1","GO:0070536","protein K63-linked deubiquitination",16,1,0.03,0.00176,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10366055,10366076,"+","ID=Cluster_1279.mature;Parent=Cluster_1279","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10337192,10362741,"+","ID=Pocillopora_meandrina_HIv1___TS.g10998.t1",-3314,0.0625
"98","Pocillopora_meandrina_HIv1___TS.g10998.t1","GO:0071108","protein K48-linked deubiquitination",18,1,0.03,0.00198,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10366055,10366076,"+","ID=Cluster_1279.mature;Parent=Cluster_1279","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10337192,10362741,"+","ID=Pocillopora_meandrina_HIv1___TS.g10998.t1",-3314,0.0555555555555556
"99","Pocillopora_meandrina_HIv1___TS.g10998.t1","GO:1902883","negative regulation of response to oxidative stress",21,1,0.03,0.00231,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10366055,10366076,"+","ID=Cluster_1279.mature;Parent=Cluster_1279","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10337192,10362741,"+","ID=Pocillopora_meandrina_HIv1___TS.g10998.t1",-3314,0.0476190476190476
"100","Pocillopora_meandrina_HIv1___TS.g10998.t1","GO:1903882","negative regulation of interleukin-17-mediated sign...",1,1,0,0.00011,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10366055,10366076,"+","ID=Cluster_1279.mature;Parent=Cluster_1279","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10337192,10362741,"+","ID=Pocillopora_meandrina_HIv1___TS.g10998.t1",-3314,1
"101","Pocillopora_meandrina_HIv1___TS.g10998.t1","GO:1904293","negative regulation of ERAD pathway",3,1,0,0.00033,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10366055,10366076,"+","ID=Cluster_1279.mature;Parent=Cluster_1279","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10337192,10362741,"+","ID=Pocillopora_meandrina_HIv1___TS.g10998.t1",-3314,0.333333333333333
"102","Pocillopora_meandrina_HIv1___RNAseq.g11916.t1","GO:0006268","DNA unwinding involved in DNA replication",40,1,0.07,0.00439,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000026","ShortStack","mature_miRNA",1154772,1154793,"-","ID=Cluster_5770.mature;Parent=Cluster_5770","Pocillopora_meandrina_HIv1___Sc0000026","AUGUSTUS","transcript",1150885,1161746,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g11916.t1",21,0.025
"103","Pocillopora_meandrina_HIv1___RNAseq.g11916.t1","GO:0045875","negative regulation of sister chromatid cohesion",6,1,0.01,0.00066,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000026","ShortStack","mature_miRNA",1154772,1154793,"-","ID=Cluster_5770.mature;Parent=Cluster_5770","Pocillopora_meandrina_HIv1___Sc0000026","AUGUSTUS","transcript",1150885,1161746,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g11916.t1",21,0.166666666666667
"104","Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b","GO:0010827","regulation of glucose transmembrane transport",47,1,0.08,0.00516,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000001","ShortStack","mature_miRNA",19145788,19145809,"+","ID=Cluster_751.mature;Parent=Cluster_751","Pocillopora_meandrina_HIv1___Sc0000001","AUGUSTUS","transcript",19141889,19164981,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b",21,0.0212765957446809
"105","Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b","GO:0010838","positive regulation of keratinocyte proliferation",8,1,0.01,0.00088,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000001","ShortStack","mature_miRNA",19145788,19145809,"+","ID=Cluster_751.mature;Parent=Cluster_751","Pocillopora_meandrina_HIv1___Sc0000001","AUGUSTUS","transcript",19141889,19164981,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b",21,0.125
"106","Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b","GO:0050821","protein stabilization",144,2,0.24,0.00012,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000001","ShortStack","mature_miRNA",19145788,19145809,"+","ID=Cluster_751.mature;Parent=Cluster_751","Pocillopora_meandrina_HIv1___Sc0000001","AUGUSTUS","transcript",19141889,19164981,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b",21,0.0138888888888889
"107","Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b","GO:0061178","regulation of insulin secretion involved in cellula...",44,1,0.07,0.00483,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000001","ShortStack","mature_miRNA",19145788,19145809,"+","ID=Cluster_751.mature;Parent=Cluster_751","Pocillopora_meandrina_HIv1___Sc0000001","AUGUSTUS","transcript",19141889,19164981,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b",21,0.0227272727272727
"108","Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b","GO:0099072","regulation of postsynaptic membrane neurotransmitte...",69,2,0.11,2.7e-05,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000001","ShortStack","mature_miRNA",19145788,19145809,"+","ID=Cluster_751.mature;Parent=Cluster_751","Pocillopora_meandrina_HIv1___Sc0000001","AUGUSTUS","transcript",19141889,19164981,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b",21,0.0289855072463768
"109","Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b","GO:1902808","positive regulation of cell cycle G1/S phase transi...",49,1,0.08,0.00538,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000001","ShortStack","mature_miRNA",19145788,19145809,"+","ID=Cluster_751.mature;Parent=Cluster_751","Pocillopora_meandrina_HIv1___Sc0000001","AUGUSTUS","transcript",19141889,19164981,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b",21,0.0204081632653061
"110","Pocillopora_meandrina_HIv1___RNAseq.g10955.t1","GO:0002193","MAML1-RBP-Jkappa- ICN1 complex",4,1,0.01,0.00047,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021","ShortStack","mature_miRNA",4351839,4351860,"+","ID=Cluster_5275.mature;Parent=Cluster_5275","Pocillopora_meandrina_HIv1___Sc0000021","AUGUSTUS","transcript",4346969,4358531,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g10955.t1",21,0.25
"111","Pocillopora_meandrina_HIv1___RNAseq.g10955.t1","GO:0005634","nucleus",5690,10,9.52,4e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021","ShortStack","mature_miRNA",4351839,4351860,"+","ID=Cluster_5275.mature;Parent=Cluster_5275","Pocillopora_meandrina_HIv1___Sc0000021","AUGUSTUS","transcript",4346969,4358531,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g10955.t1",21,0.00175746924428822
"112","Pocillopora_meandrina_HIv1___RNAseq.g10955.t1","GO:0005654","nucleoplasm",2121,3,3.55,0.00197,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021","ShortStack","mature_miRNA",4351839,4351860,"+","ID=Cluster_5275.mature;Parent=Cluster_5275","Pocillopora_meandrina_HIv1___Sc0000021","AUGUSTUS","transcript",4346969,4358531,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g10955.t1",21,0.00141442715700141
"113","Pocillopora_meandrina_HIv1___RNAseq.g10955.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021","ShortStack","mature_miRNA",4351839,4351860,"+","ID=Cluster_5275.mature;Parent=Cluster_5275","Pocillopora_meandrina_HIv1___Sc0000021","AUGUSTUS","transcript",4346969,4358531,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g10955.t1",21,0.00176908752327747
"114","Pocillopora_meandrina_HIv1___RNAseq.g10955.t1","GO:0017053","transcription repressor complex",32,1,0.05,0.00378,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021","ShortStack","mature_miRNA",4351839,4351860,"+","ID=Cluster_5275.mature;Parent=Cluster_5275","Pocillopora_meandrina_HIv1___Sc0000021","AUGUSTUS","transcript",4346969,4358531,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g10955.t1",21,0.03125
