"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","m_chrom","m_source","m_type","m_start","m_end","m_strand","m_attr","gf_chrom","gf_source","gf_type","gf_start","gf_end","gf_strand","gf_attr","overlap","prop.sig.genes"
"70","Peve_00030448","GO:0045197","establishment or maintenance of epithelial cell api...",65,1,0.08,0.00621,"Biological Processes","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.0153846153846154
"71","Peve_00030448","GO:0097120","receptor localization to synapse",58,2,0.07,0.00166,"Biological Processes","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.0344827586206897
"72","Peve_00030448","GO:0098609","cell-cell adhesion",1111,3,1.3,0.0184,"Biological Processes","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.0027002700270027
"73","Peve_00030448","GO:0099072","regulation of postsynaptic membrane neurotransmitte...",102,2,0.12,0.00782,"Biological Processes","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.0196078431372549
"74","Peve_00030448","GO:0099641","anterograde axonal protein transport",4,1,0,0.00038,"Biological Processes","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.25
"75","Peve_00030448","GO:0099642","retrograde axonal protein transport",1,1,0,9.6e-05,"Biological Processes","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,1
"76","Peve_00031080","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",409,1,0.48,0.03845,"Biological Processes","Porites_evermani_scaffold_442","ShortStack","mature_miRNA",239763,239784,"-","ID=Cluster_5636.mature;Parent=Cluster_5636","Porites_evermani_scaffold_442","Gmove","mRNA",226746,261065,"-","ID=Peve_00031080;Name=Peve_00031080;start=1;stop=1;cds_size=4155",21,0.00244498777506112
"77","Peve_00031080","GO:0050808","synapse organization",828,2,0.97,0.02793,"Biological Processes","Porites_evermani_scaffold_442","ShortStack","mature_miRNA",239763,239784,"-","ID=Cluster_5636.mature;Parent=Cluster_5636","Porites_evermani_scaffold_442","Gmove","mRNA",226746,261065,"-","ID=Peve_00031080;Name=Peve_00031080;start=1;stop=1;cds_size=4155",21,0.00241545893719807
"78","Peve_00031963","GO:0000266","mitochondrial fission",34,1,0.04,0.00325,"Biological Processes","Porites_evermani_scaffold_461","ShortStack","mature_miRNA",215508,215529,"+","ID=Cluster_5849.mature;Parent=Cluster_5849","Porites_evermani_scaffold_461","Gmove","mRNA",195335,219054,"+","ID=Peve_00031963;Name=Peve_00031963;start=1;stop=1;cds_size=2247",21,0.0294117647058824
"79","Peve_00031963","GO:0016559","peroxisome fission",11,1,0.01,0.00105,"Biological Processes","Porites_evermani_scaffold_461","ShortStack","mature_miRNA",215508,215529,"+","ID=Cluster_5849.mature;Parent=Cluster_5849","Porites_evermani_scaffold_461","Gmove","mRNA",195335,219054,"+","ID=Peve_00031963;Name=Peve_00031963;start=1;stop=1;cds_size=2247",21,0.0909090909090909
"80","Peve_00031963","GO:0043653","mitochondrial fragmentation involved in apoptotic p...",13,1,0.02,0.00124,"Biological Processes","Porites_evermani_scaffold_461","ShortStack","mature_miRNA",215508,215529,"+","ID=Cluster_5849.mature;Parent=Cluster_5849","Porites_evermani_scaffold_461","Gmove","mRNA",195335,219054,"+","ID=Peve_00031963;Name=Peve_00031963;start=1;stop=1;cds_size=2247",21,0.0769230769230769
"81","Peve_00031963","GO:0048312","intracellular distribution of mitochondria",17,1,0.02,0.00163,"Biological Processes","Porites_evermani_scaffold_461","ShortStack","mature_miRNA",215508,215529,"+","ID=Cluster_5849.mature;Parent=Cluster_5849","Porites_evermani_scaffold_461","Gmove","mRNA",195335,219054,"+","ID=Peve_00031963;Name=Peve_00031963;start=1;stop=1;cds_size=2247",21,0.0588235294117647
"82","Peve_00031963","GO:0048511","rhythmic process",438,1,0.51,0.04112,"Biological Processes","Porites_evermani_scaffold_461","ShortStack","mature_miRNA",215508,215529,"+","ID=Cluster_5849.mature;Parent=Cluster_5849","Porites_evermani_scaffold_461","Gmove","mRNA",195335,219054,"+","ID=Peve_00031963;Name=Peve_00031963;start=1;stop=1;cds_size=2247",21,0.00228310502283105
"83","Peve_00031963","GO:0051259","protein complex oligomerization",421,1,0.49,0.03956,"Biological Processes","Porites_evermani_scaffold_461","ShortStack","mature_miRNA",215508,215529,"+","ID=Cluster_5849.mature;Parent=Cluster_5849","Porites_evermani_scaffold_461","Gmove","mRNA",195335,219054,"+","ID=Peve_00031963;Name=Peve_00031963;start=1;stop=1;cds_size=2247",21,0.00237529691211401
"84","Peve_00031963","GO:0070266","necroptotic process",38,1,0.04,0.00363,"Biological Processes","Porites_evermani_scaffold_461","ShortStack","mature_miRNA",215508,215529,"+","ID=Cluster_5849.mature;Parent=Cluster_5849","Porites_evermani_scaffold_461","Gmove","mRNA",195335,219054,"+","ID=Peve_00031963;Name=Peve_00031963;start=1;stop=1;cds_size=2247",21,0.0263157894736842
"85","Peve_00032303","GO:0018242","protein O-linked glycosylation via serine",9,2,0.01,3.2e-07,"Biological Processes","Porites_evermani_scaffold_47","ShortStack","mature_miRNA",475994,476015,"-","ID=Cluster_1125.mature;Parent=Cluster_1125","Porites_evermani_scaffold_47","Gmove","mRNA",472594,482329,"-","ID=Peve_00032303;Name=Peve_00032303;start=1;stop=1;cds_size=1728",21,0.222222222222222
"86","Peve_00032303","GO:0018243","protein O-linked glycosylation via threonine",10,2,0.01,4e-07,"Biological Processes","Porites_evermani_scaffold_47","ShortStack","mature_miRNA",475994,476015,"-","ID=Cluster_1125.mature;Parent=Cluster_1125","Porites_evermani_scaffold_47","Gmove","mRNA",472594,482329,"-","ID=Peve_00032303;Name=Peve_00032303;start=1;stop=1;cds_size=1728",21,0.2
"87","Peve_00033721","GO:0001764","neuron migration",179,1,0.21,0.01701,"Biological Processes","Porites_evermani_scaffold_502","ShortStack","mature_miRNA",58997,59018,"-","ID=Cluster_6211.mature;Parent=Cluster_6211","Porites_evermani_scaffold_502","Gmove","mRNA",44703,87413,"-","ID=Peve_00033721;Name=Peve_00033721;start=1;stop=0;cds_size=27579",21,0.00558659217877095
"88","Peve_00033721","GO:0007411","axon guidance",408,1,0.48,0.03836,"Biological Processes","Porites_evermani_scaffold_502","ShortStack","mature_miRNA",58997,59018,"-","ID=Cluster_6211.mature;Parent=Cluster_6211","Porites_evermani_scaffold_502","Gmove","mRNA",44703,87413,"-","ID=Peve_00033721;Name=Peve_00033721;start=1;stop=0;cds_size=27579",21,0.00245098039215686
"89","Peve_00033721","GO:0008347","glial cell migration",67,1,0.08,0.0064,"Biological Processes","Porites_evermani_scaffold_502","ShortStack","mature_miRNA",58997,59018,"-","ID=Cluster_6211.mature;Parent=Cluster_6211","Porites_evermani_scaffold_502","Gmove","mRNA",44703,87413,"-","ID=Peve_00033721;Name=Peve_00033721;start=1;stop=0;cds_size=27579",21,0.0149253731343284
"90","Peve_00033721","GO:0031104","dendrite regeneration",12,1,0.01,0.00115,"Biological Processes","Porites_evermani_scaffold_502","ShortStack","mature_miRNA",58997,59018,"-","ID=Cluster_6211.mature;Parent=Cluster_6211","Porites_evermani_scaffold_502","Gmove","mRNA",44703,87413,"-","ID=Peve_00033721;Name=Peve_00033721;start=1;stop=0;cds_size=27579",21,0.0833333333333333
"91","Peve_00033721","GO:0048678","response to axon injury",115,1,0.13,0.01096,"Biological Processes","Porites_evermani_scaffold_502","ShortStack","mature_miRNA",58997,59018,"-","ID=Cluster_6211.mature;Parent=Cluster_6211","Porites_evermani_scaffold_502","Gmove","mRNA",44703,87413,"-","ID=Peve_00033721;Name=Peve_00033721;start=1;stop=0;cds_size=27579",21,0.00869565217391304
"92","Peve_00036728","GO:0000209","protein polyubiquitination",743,2,0.87,0.00233,"Biological Processes","Porites_evermani_scaffold_590","ShortStack","mature_miRNA",199158,199179,"+","ID=Cluster_6865.mature;Parent=Cluster_6865","Porites_evermani_scaffold_590","Gmove","mRNA",184464,225363,"+","ID=Peve_00036728;Name=Peve_00036728;start=1;stop=1;cds_size=3369",21,0.00269179004037685
"93","Peve_00036728","GO:0000209","protein polyubiquitination",743,2,0.87,0.00233,"Biological Processes","Porites_evermani_scaffold_590","ShortStack","mature_miRNA",199392,199413,"+","ID=Cluster_6866.mature;Parent=Cluster_6866","Porites_evermani_scaffold_590","Gmove","mRNA",184464,225363,"+","ID=Peve_00036728;Name=Peve_00036728;start=1;stop=1;cds_size=3369",21,0.00269179004037685
"94","Peve_00036728","GO:0000209","protein polyubiquitination",743,2,0.87,0.00233,"Biological Processes","Porites_evermani_scaffold_590","ShortStack","mature_miRNA",199855,199876,"+","ID=Cluster_6867.mature;Parent=Cluster_6867","Porites_evermani_scaffold_590","Gmove","mRNA",184464,225363,"+","ID=Peve_00036728;Name=Peve_00036728;start=1;stop=1;cds_size=3369",21,0.00269179004037685
"95","Peve_00036728","GO:0051604","protein maturation",419,1,0.49,0.03937,"Biological Processes","Porites_evermani_scaffold_590","ShortStack","mature_miRNA",199158,199179,"+","ID=Cluster_6865.mature;Parent=Cluster_6865","Porites_evermani_scaffold_590","Gmove","mRNA",184464,225363,"+","ID=Peve_00036728;Name=Peve_00036728;start=1;stop=1;cds_size=3369",21,0.00238663484486874
"96","Peve_00036728","GO:0051604","protein maturation",419,1,0.49,0.03937,"Biological Processes","Porites_evermani_scaffold_590","ShortStack","mature_miRNA",199392,199413,"+","ID=Cluster_6866.mature;Parent=Cluster_6866","Porites_evermani_scaffold_590","Gmove","mRNA",184464,225363,"+","ID=Peve_00036728;Name=Peve_00036728;start=1;stop=1;cds_size=3369",21,0.00238663484486874
"97","Peve_00036728","GO:0051604","protein maturation",419,1,0.49,0.03937,"Biological Processes","Porites_evermani_scaffold_590","ShortStack","mature_miRNA",199855,199876,"+","ID=Cluster_6867.mature;Parent=Cluster_6867","Porites_evermani_scaffold_590","Gmove","mRNA",184464,225363,"+","ID=Peve_00036728;Name=Peve_00036728;start=1;stop=1;cds_size=3369",21,0.00238663484486874
"98","Peve_00036810","GO:0007420","brain development",747,2,0.87,0.02071,"Biological Processes","Porites_evermani_scaffold_594","ShortStack","mature_miRNA",158230,158250,"+","ID=Cluster_6875.mature;Parent=Cluster_6875","Porites_evermani_scaffold_594","Gmove","mRNA",161745,164620,"+","ID=Peve_00036810;Name=Peve_00036810;start=1;stop=1;cds_size=1287",-3495,0.00267737617135207
"99","Peve_00036810","GO:0030644","intracellular chloride ion homeostasis",55,1,0.06,0.00526,"Biological Processes","Porites_evermani_scaffold_594","ShortStack","mature_miRNA",158230,158250,"+","ID=Cluster_6875.mature;Parent=Cluster_6875","Porites_evermani_scaffold_594","Gmove","mRNA",161745,164620,"+","ID=Peve_00036810;Name=Peve_00036810;start=1;stop=1;cds_size=1287",-3495,0.0181818181818182
"100","Peve_00036810","GO:0046314","phosphocreatine biosynthetic process",10,1,0.01,0.00096,"Biological Processes","Porites_evermani_scaffold_594","ShortStack","mature_miRNA",158230,158250,"+","ID=Cluster_6875.mature;Parent=Cluster_6875","Porites_evermani_scaffold_594","Gmove","mRNA",161745,164620,"+","ID=Peve_00036810;Name=Peve_00036810;start=1;stop=1;cds_size=1287",-3495,0.1
"101","Peve_00036810","GO:0140651","futile creatine cycle",4,1,0,0.00038,"Biological Processes","Porites_evermani_scaffold_594","ShortStack","mature_miRNA",158230,158250,"+","ID=Cluster_6875.mature;Parent=Cluster_6875","Porites_evermani_scaffold_594","Gmove","mRNA",161745,164620,"+","ID=Peve_00036810;Name=Peve_00036810;start=1;stop=1;cds_size=1287",-3495,0.25
"102","Peve_00037424","GO:0006623","protein targeting to vacuole",46,1,0.05,0.0044,"Biological Processes","Porites_evermani_scaffold_613","ShortStack","mature_miRNA",156505,156526,"+","ID=Cluster_7013.mature;Parent=Cluster_7013","Porites_evermani_scaffold_613","Gmove","mRNA",139963,179514,"+","ID=Peve_00037424;Name=Peve_00037424;start=1;stop=1;cds_size=2475",21,0.0217391304347826
"103","Peve_00037424","GO:0008333","endosome to lysosome transport",56,1,0.07,0.00535,"Biological Processes","Porites_evermani_scaffold_613","ShortStack","mature_miRNA",156505,156526,"+","ID=Cluster_7013.mature;Parent=Cluster_7013","Porites_evermani_scaffold_613","Gmove","mRNA",139963,179514,"+","ID=Peve_00037424;Name=Peve_00037424;start=1;stop=1;cds_size=2475",21,0.0178571428571429
"104","Peve_00037424","GO:0009267","cellular response to starvation",145,1,0.17,0.0138,"Biological Processes","Porites_evermani_scaffold_613","ShortStack","mature_miRNA",156505,156526,"+","ID=Cluster_7013.mature;Parent=Cluster_7013","Porites_evermani_scaffold_613","Gmove","mRNA",139963,179514,"+","ID=Peve_00037424;Name=Peve_00037424;start=1;stop=1;cds_size=2475",21,0.00689655172413793
"105","Peve_00037424","GO:0016236","macroautophagy",398,1,0.46,0.03743,"Biological Processes","Porites_evermani_scaffold_613","ShortStack","mature_miRNA",156505,156526,"+","ID=Cluster_7013.mature;Parent=Cluster_7013","Porites_evermani_scaffold_613","Gmove","mRNA",139963,179514,"+","ID=Peve_00037424;Name=Peve_00037424;start=1;stop=1;cds_size=2475",21,0.00251256281407035
"106","Peve_00037424","GO:0034058","endosomal vesicle fusion",22,1,0.03,0.00211,"Biological Processes","Porites_evermani_scaffold_613","ShortStack","mature_miRNA",156505,156526,"+","ID=Cluster_7013.mature;Parent=Cluster_7013","Porites_evermani_scaffold_613","Gmove","mRNA",139963,179514,"+","ID=Peve_00037424;Name=Peve_00037424;start=1;stop=1;cds_size=2475",21,0.0454545454545455
"107","Peve_00040305","GO:1990543","mitochondrial S-adenosyl-L-methionine transmembrane...",1,1,0,9.6e-05,"Biological Processes","Porites_evermani_scaffold_730","ShortStack","mature_miRNA",81385,81406,"-","ID=Cluster_7604.mature;Parent=Cluster_7604","Porites_evermani_scaffold_730","Gmove","mRNA",55177,87219,"-","ID=Peve_00040305;Name=Peve_00040305;start=1;stop=1;cds_size=852",21,1
"108","Peve_00040305","GO:1990543","mitochondrial S-adenosyl-L-methionine transmembrane...",1,1,0,9.6e-05,"Biological Processes","Porites_evermani_scaffold_730","ShortStack","mature_miRNA",82423,82444,"-","ID=Cluster_7605.mature;Parent=Cluster_7605","Porites_evermani_scaffold_730","Gmove","mRNA",55177,87219,"-","ID=Peve_00040305;Name=Peve_00040305;start=1;stop=1;cds_size=852",21,1
"109","Peve_00041010","GO:0009247","glycolipid biosynthetic process",188,1,0.22,0.01785,"Biological Processes","Porites_evermani_scaffold_768","ShortStack","mature_miRNA",138025,138046,"+","ID=Cluster_7804.mature;Parent=Cluster_7804","Porites_evermani_scaffold_768","Gmove","mRNA",126104,141725,"+","ID=Peve_00041010;Name=Peve_00041010;start=1;stop=1;cds_size=2961",21,0.00531914893617021
"110","Peve_00041010","GO:0010125","mycothiol biosynthetic process",95,1,0.11,0.00906,"Biological Processes","Porites_evermani_scaffold_768","ShortStack","mature_miRNA",138025,138046,"+","ID=Cluster_7804.mature;Parent=Cluster_7804","Porites_evermani_scaffold_768","Gmove","mRNA",126104,141725,"+","ID=Peve_00041010;Name=Peve_00041010;start=1;stop=1;cds_size=2961",21,0.0105263157894737
"111","Peve_00041010","GO:0046506","sulfolipid biosynthetic process",94,1,0.11,0.00897,"Biological Processes","Porites_evermani_scaffold_768","ShortStack","mature_miRNA",138025,138046,"+","ID=Cluster_7804.mature;Parent=Cluster_7804","Porites_evermani_scaffold_768","Gmove","mRNA",126104,141725,"+","ID=Peve_00041010;Name=Peve_00041010;start=1;stop=1;cds_size=2961",21,0.0106382978723404
"112","Peve_00043069","GO:0032957","inositol trisphosphate metabolic process",8,1,0.01,0.00077,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.125
"113","Peve_00043069","GO:0032958","inositol phosphate biosynthetic process",12,1,0.01,0.00115,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.0833333333333333
"114","Peve_00043069","GO:0033030","negative regulation of neutrophil apoptotic process",1,1,0,9.6e-05,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,1
"115","Peve_00043069","GO:0035726","common myeloid progenitor cell proliferation",21,1,0.02,0.00201,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.0476190476190476
"116","Peve_00043069","GO:0045059","positive thymic T cell selection",3,1,0,0.00029,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.333333333333333
"117","Peve_00043069","GO:0045638","negative regulation of myeloid cell differentiation",64,1,0.07,0.00611,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.015625
"118","Peve_00043069","GO:0046579","positive regulation of Ras protein signal transduct...",62,1,0.07,0.00592,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.0161290322580645
"119","Peve_00043069","GO:0046638","positive regulation of alpha-beta T cell differenti...",29,1,0.03,0.00277,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.0344827586206897
"120","Peve_00043069","GO:0046854","phosphatidylinositol phosphate biosynthetic process",37,1,0.04,0.00354,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.027027027027027
"121","Peve_00043069","GO:0071277","cellular response to calcium ion",60,1,0.07,0.00573,"Biological Processes","Porites_evermani_scaffold_866","ShortStack","mature_miRNA",22854,22875,"-","ID=Cluster_8571.mature;Parent=Cluster_8571","Porites_evermani_scaffold_866","Gmove","mRNA",26080,43061,"-","ID=Peve_00043069;Name=Peve_00043069;start=1;stop=1;cds_size=1710",-3205,0.0166666666666667
"122","Peve_00000077","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_1","ShortStack","mature_miRNA",1404272,1404293,"-","ID=Cluster_29.mature;Parent=Cluster_29","Porites_evermani_scaffold_1","Gmove","mRNA",1380413,1416448,"-","ID=Peve_00000077;Name=Peve_00000077;start=1;stop=1;cds_size=1851",21,0.00322420634920635
"123","Peve_00000077","GO:0014069","postsynaptic density",316,3,0.37,0.01495,"Cellular Components","Porites_evermani_scaffold_1","ShortStack","mature_miRNA",1404272,1404293,"-","ID=Cluster_29.mature;Parent=Cluster_29","Porites_evermani_scaffold_1","Gmove","mRNA",1380413,1416448,"-","ID=Peve_00000077;Name=Peve_00000077;start=1;stop=1;cds_size=1851",21,0.00949367088607595
"124","Peve_00000077","GO:0031256","leading edge membrane",243,1,0.28,0.02368,"Cellular Components","Porites_evermani_scaffold_1","ShortStack","mature_miRNA",1404272,1404293,"-","ID=Cluster_29.mature;Parent=Cluster_29","Porites_evermani_scaffold_1","Gmove","mRNA",1380413,1416448,"-","ID=Peve_00000077;Name=Peve_00000077;start=1;stop=1;cds_size=1851",21,0.00411522633744856
"125","Peve_00000077","GO:0043197","dendritic spine",143,1,0.17,0.014,"Cellular Components","Porites_evermani_scaffold_1","ShortStack","mature_miRNA",1404272,1404293,"-","ID=Cluster_29.mature;Parent=Cluster_29","Porites_evermani_scaffold_1","Gmove","mRNA",1380413,1416448,"-","ID=Peve_00000077;Name=Peve_00000077;start=1;stop=1;cds_size=1851",21,0.00699300699300699
"126","Peve_00000077","GO:0048786","presynaptic active zone",238,1,0.28,0.0232,"Cellular Components","Porites_evermani_scaffold_1","ShortStack","mature_miRNA",1404272,1404293,"-","ID=Cluster_29.mature;Parent=Cluster_29","Porites_evermani_scaffold_1","Gmove","mRNA",1380413,1416448,"-","ID=Peve_00000077;Name=Peve_00000077;start=1;stop=1;cds_size=1851",21,0.00420168067226891
"127","Peve_00000077","GO:0055037","recycling endosome",188,1,0.22,0.01837,"Cellular Components","Porites_evermani_scaffold_1","ShortStack","mature_miRNA",1404272,1404293,"-","ID=Cluster_29.mature;Parent=Cluster_29","Porites_evermani_scaffold_1","Gmove","mRNA",1380413,1416448,"-","ID=Peve_00000077;Name=Peve_00000077;start=1;stop=1;cds_size=1851",21,0.00531914893617021
"128","Peve_00000077","GO:0098978","glutamatergic synapse",757,2,0.87,0.00256,"Cellular Components","Porites_evermani_scaffold_1","ShortStack","mature_miRNA",1404272,1404293,"-","ID=Cluster_29.mature;Parent=Cluster_29","Porites_evermani_scaffold_1","Gmove","mRNA",1380413,1416448,"-","ID=Peve_00000077;Name=Peve_00000077;start=1;stop=1;cds_size=1851",21,0.00264200792602378
"129","Peve_00002249","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1128","ShortStack","mature_miRNA",125548,125568,"-","ID=Cluster_9915.mature;Parent=Cluster_9915","Porites_evermani_scaffold_1128","Gmove","mRNA",109237,127279,"-","ID=Peve_00002249;Name=Peve_00002249;start=1;stop=1;cds_size=1119",20,0.00149253731343284
"130","Peve_00002249","GO:0005765","lysosomal membrane",421,2,0.49,0.00081,"Cellular Components","Porites_evermani_scaffold_1128","ShortStack","mature_miRNA",125548,125568,"-","ID=Cluster_9915.mature;Parent=Cluster_9915","Porites_evermani_scaffold_1128","Gmove","mRNA",109237,127279,"-","ID=Peve_00002249;Name=Peve_00002249;start=1;stop=1;cds_size=1119",20,0.00475059382422803
"131","Peve_00002249","GO:0005789","endoplasmic reticulum membrane",1053,2,1.22,0.00487,"Cellular Components","Porites_evermani_scaffold_1128","ShortStack","mature_miRNA",125548,125568,"-","ID=Cluster_9915.mature;Parent=Cluster_9915","Porites_evermani_scaffold_1128","Gmove","mRNA",109237,127279,"-","ID=Peve_00002249;Name=Peve_00002249;start=1;stop=1;cds_size=1119",20,0.00189933523266857
"132","Peve_00002249","GO:0005886","plasma membrane",7068,10,8.17,4.6e-05,"Cellular Components","Porites_evermani_scaffold_1128","ShortStack","mature_miRNA",125548,125568,"-","ID=Cluster_9915.mature;Parent=Cluster_9915","Porites_evermani_scaffold_1128","Gmove","mRNA",109237,127279,"-","ID=Peve_00002249;Name=Peve_00002249;start=1;stop=1;cds_size=1119",20,0.00141482739105829
"133","Peve_00002249","GO:0031901","early endosome membrane",222,2,0.26,0.00023,"Cellular Components","Porites_evermani_scaffold_1128","ShortStack","mature_miRNA",125548,125568,"-","ID=Cluster_9915.mature;Parent=Cluster_9915","Porites_evermani_scaffold_1128","Gmove","mRNA",109237,127279,"-","ID=Peve_00002249;Name=Peve_00002249;start=1;stop=1;cds_size=1119",20,0.00900900900900901
"134","Peve_00002249","GO:0031902","late endosome membrane",162,2,0.19,0.00012,"Cellular Components","Porites_evermani_scaffold_1128","ShortStack","mature_miRNA",125548,125568,"-","ID=Cluster_9915.mature;Parent=Cluster_9915","Porites_evermani_scaffold_1128","Gmove","mRNA",109237,127279,"-","ID=Peve_00002249;Name=Peve_00002249;start=1;stop=1;cds_size=1119",20,0.0123456790123457
"135","Peve_00002249","GO:0032588","trans-Golgi network membrane",58,1,0.07,0.0057,"Cellular Components","Porites_evermani_scaffold_1128","ShortStack","mature_miRNA",125548,125568,"-","ID=Cluster_9915.mature;Parent=Cluster_9915","Porites_evermani_scaffold_1128","Gmove","mRNA",109237,127279,"-","ID=Peve_00002249;Name=Peve_00002249;start=1;stop=1;cds_size=1119",20,0.0172413793103448
"136","Peve_00002673","GO:0005576","extracellular region",3968,5,4.59,2e-05,"Cellular Components","Porites_evermani_scaffold_1159","ShortStack","mature_miRNA",6702,6723,"+","ID=Cluster_9991.mature;Parent=Cluster_9991","Porites_evermani_scaffold_1159","Gmove","mRNA",2148,29843,"+","ID=Peve_00002673;Name=Peve_00002673;start=1;stop=1;cds_size=3507",21,0.00126008064516129
"137","Peve_00002673","GO:0005576","extracellular region",3968,5,4.59,2e-05,"Cellular Components","Porites_evermani_scaffold_1159","ShortStack","mature_miRNA",7428,7449,"+","ID=Cluster_9992.mature;Parent=Cluster_9992","Porites_evermani_scaffold_1159","Gmove","mRNA",2148,29843,"+","ID=Peve_00002673;Name=Peve_00002673;start=1;stop=1;cds_size=3507",21,0.00126008064516129
"138","Peve_00002673","GO:0005794","Golgi apparatus",1827,5,2.11,0.00622,"Cellular Components","Porites_evermani_scaffold_1159","ShortStack","mature_miRNA",6702,6723,"+","ID=Cluster_9991.mature;Parent=Cluster_9991","Porites_evermani_scaffold_1159","Gmove","mRNA",2148,29843,"+","ID=Peve_00002673;Name=Peve_00002673;start=1;stop=1;cds_size=3507",21,0.00273672687465791
