Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-145-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-150-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-173-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-178-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
NC_058070.1:20977334-20977749	Cluster_4790	N	0	0	8	0	207
NC_058070.1:21026799-21027213	Cluster_4791	N	0	3	54	14	42
NC_058070.1:21054565-21054992	Cluster_4792	N	222	128	1	70	2
NC_058070.1:21056367-21056915	Cluster_4793	N	502	745	221	292	422
NC_058070.1:21057406-21058395	Cluster_4794	N	1092	793	490	794	664
NC_058070.1:21140217-21140691	Cluster_4795	N	226	553	449	310	526
NC_058070.1:21164433-21164862	Cluster_4796	N	0	24	9	20	96
NC_058070.1:21165322-21165750	Cluster_4797	N	1	278	0	2	4
NC_058070.1:21166156-21166773	Cluster_4798	N	203	323	419	860	586
NC_058070.1:21179869-21180298	Cluster_4799	N	52	20	0	142	8
NC_058070.1:21213717-21214136	Cluster_4800	N	8	100	0	55	0
NC_058070.1:21214395-21214819	Cluster_4801	N	9	67	1	7	70
NC_058070.1:21215275-21215703	Cluster_4802	N	5	18	1	223	4
NC_058070.1:21221880-21222305	Cluster_4803	N	5	2	5	45	90
NC_058070.1:21231913-21232970	Cluster_4804	N	138	189	1063	1362	185
NC_058070.1:21233073-21234048	Cluster_4805	N	379	269	886	1131	360
NC_058070.1:21234057-21236047	Cluster_4806	N	715	1215	1711	6091	1807
NC_058070.1:21241034-21241462	Cluster_4807	N	0	0	0	0	158
NC_058070.1:21259717-21260861	Cluster_4808	N	77	48	169	432	139
NC_058070.1:21261450-21261876	Cluster_4809	N	26	39	66	17	53
NC_058070.1:21261985-21262635	Cluster_4810	N	455	17	97	114	77
NC_058070.1:21287092-21288505	Cluster_4811	N	0	1333	1472	614	874
NC_058070.1:21295328-21295757	Cluster_4812	N	0	0	192	43	2
NC_058070.1:21295944-21296370	Cluster_4813	N	62	12	125	18	41
NC_058070.1:21297679-21298355	Cluster_4814	N	71	164	1127	76	158
NC_058070.1:21303388-21303796	Cluster_4815	N	32	49	50	2	35
NC_058070.1:21303870-21304321	Cluster_4816	N	20	34	741	1013	2
NC_058070.1:21307542-21308354	Cluster_4817	N	0	134	5	1	1063
NC_058070.1:21308455-21308954	Cluster_4818	N	224	18	31	535	5
NC_058070.1:21339746-21340161	Cluster_4819	N	94	32	46	0	98
NC_058070.1:21350739-21351228	Cluster_4820	N	4	507	2	12	1
NC_058070.1:21351240-21351758	Cluster_4821	N	143	374	7	43	2
NC_058070.1:21352311-21352746	Cluster_4822	N	150	159	7	104	0
NC_058070.1:21352905-21353528	Cluster_4823	N	329	1197	0	296	0
NC_058070.1:21353735-21354719	Cluster_4824	N	1322	573	891	1084	1092
NC_058070.1:21417674-21418093	Cluster_4825	N	95	211	340	40	276
NC_058070.1:21422068-21422737	Cluster_4826	N	43	83	20	44	68
NC_058070.1:21452427-21452857	Cluster_4827	N	491	74	24	120	22
NC_058070.1:21479391-21479794	Cluster_4828	N	6	22	25	10	26
NC_058070.1:21487292-21487762	Cluster_4829	N	139	149	188	172	155
NC_058070.1:21529934-21530349	Cluster_4830	N	12	35	52	12	72
NC_058070.1:21531714-21532140	Cluster_4831	N	42	36	63	28	31
NC_058070.1:21535207-21535810	Cluster_4832	N	484	192	306	229	296
NC_058070.1:21536813-21537231	Cluster_4833	N	5	79	1	10	74
NC_058070.1:21546475-21546902	Cluster_4834	N	0	1	0	0	93
NC_058070.1:21590181-21590610	Cluster_4835	N	79	173	89	116	68
NC_058070.1:21732928-21733853	Cluster_4836	N	347	33	319	210	312
NC_058070.1:21765072-21765479	Cluster_4837	N	68	0	20	29	2
NC_058070.1:21765512-21766482	Cluster_4838	N	193	4	368	76	29
NC_058070.1:21821203-21821619	Cluster_4839	N	49	28	42	42	28
NC_058070.1:21879476-21879918	Cluster_4840	N	394	76	31	42	145
NC_058070.1:22012883-22013311	Cluster_4841	N	742	1	1	0	1665
NC_058070.1:22022494-22022921	Cluster_4842	N	0	115	3	0	0
NC_058070.1:22037696-22038125	Cluster_4843	N	29	0	180	58	29
NC_058070.1:22038274-22038696	Cluster_4844	N	52	8	78	34	4
NC_058070.1:22044534-22044960	Cluster_4845	N	16	3	35	90	4
NC_058070.1:22053816-22054240	Cluster_4846	N	0	51	0	75	0
NC_058070.1:22129340-22129766	Cluster_4847	N	87	13	73	2	4
NC_058070.1:22130059-22131466	Cluster_4848	N	156	456	596	599	729
NC_058070.1:22261140-22261568	Cluster_4849	N	0	62	6	211	0
NC_058070.1:22347005-22347432	Cluster_4850	N	79	98	31	24	14
NC_058070.1:22354481-22354903	Cluster_4851	N	33	1	160	2	11
NC_058070.1:22366665-22367093	Cluster_4852	N	74	57	86	237	6
NC_058070.1:22368673-22369333	Cluster_4853	N	1392	2	1	15	596
NC_058070.1:22369482-22370693	Cluster_4854	N	1242	3	6	26	698
NC_058070.1:22370696-22371099	Cluster_4855	N	232	4	0	1	58
NC_058070.1:22371308-22372293	Cluster_4856	N	736	18	20	34	278
NC_058070.1:22403878-22404308	Cluster_4857	N	22	14	5	11	44
NC_058070.1:22477846-22478275	Cluster_4858	N	1	233	0	6	3
NC_058070.1:22532164-22532921	Cluster_4859	N	46	15	176	39	33
NC_058070.1:22535103-22535785	Cluster_4860	N	122	0	574	20	263
NC_058070.1:22537015-22537427	Cluster_4861	N	6	1	102	3	41
NC_058070.1:22677214-22677643	Cluster_4862	N	0	1	0	0	380
NC_058070.1:22679125-22679709	Cluster_4863	N	856	491	471	0	3
NC_058070.1:22682395-22683227	Cluster_4864	N	294	113	541	897	158
NC_058070.1:22683357-22683881	Cluster_4865	N	111	127	108	108	41
NC_058070.1:22684174-22685062	Cluster_4866	N	442	176	572	1151	883
NC_058070.1:22685546-22685976	Cluster_4867	N	124	107	126	227	339
NC_058070.1:22691004-22691626	Cluster_4868	N	4	122	189	8	57
NC_058070.1:22691713-22692134	Cluster_4869	N	14	181	36	8	13
NC_058070.1:22703463-22703891	Cluster_4870	N	7	102	0	2	51
NC_058070.1:22707706-22708135	Cluster_4871	N	0	0	1	0	546
NC_058070.1:22709324-22709753	Cluster_4872	N	0	0	0	0	620
NC_058070.1:22713362-22714206	Cluster_4873	N	8	336	39	143	219
NC_058070.1:22743019-22743448	Cluster_4874	N	23	1	195	26	0
NC_058070.1:22757676-22758090	Cluster_4875	N	88	29	53	42	46
NC_058070.1:22768495-22768921	Cluster_4876	N	3	1	2	1	302
NC_058070.1:22826838-22827258	Cluster_4877	N	0	0	2876	1	1
NC_058070.1:22878434-22878863	Cluster_4878	N	13	118	114	32	26
NC_058070.1:22879123-22879558	Cluster_4879	N	96	61	566	633	37
NC_058070.1:22879774-22880706	Cluster_4880	N	5067	10438	90	63	8097
NC_058070.1:22928485-22928912	Cluster_4881	N	2	112	1	1	23
NC_058070.1:22929437-22929850	Cluster_4882	N	10	136	21	8	5
NC_058070.1:22930452-22930875	Cluster_4883	N	39	157	12	5	34
NC_058070.1:22931225-22931637	Cluster_4884	N	21	134	4	3	4
NC_058070.1:23050499-23050927	Cluster_4885	N	0	202	1	2	118
NC_058070.1:23079687-23080110	Cluster_4886	N	0	71	26	22	91
NC_058070.1:23095842-23096300	Cluster_4887	N	273	6	3	13	43
NC_058070.1:23096575-23097261	Cluster_4888	N	167	19	2876	54	154
NC_058070.1:23108327-23108836	Cluster_4889	N	204	44	118	65	144
NC_058070.1:23124750-23125809	Cluster_4890	N	429	1642	799	188	126
NC_058070.1:23126414-23126866	Cluster_4891	N	9	295	755	40	30
NC_058070.1:23126973-23127833	Cluster_4892	N	186	444	156	16	67
NC_058070.1:23132467-23132896	Cluster_4893	N	2	14	21	0	118
NC_058070.1:23135373-23136203	Cluster_4894	N	332	178	78	120	523
NC_058070.1:23262617-23263045	Cluster_4895	N	2	0	6	1	278
NC_058070.1:23287453-23287881	Cluster_4896	N	3	6	203	9	0
NC_058070.1:23392586-23393494	Cluster_4897	N	44	275	55	443	102
NC_058070.1:23405301-23405729	Cluster_4898	N	4	138	2	5	81
NC_058070.1:23550302-23550718	Cluster_4899	N	93	28	21	39	72
NC_058070.1:23602289-23602707	Cluster_4900	N	65	8	130	16	3
NC_058070.1:23604492-23604920	Cluster_4901	N	57	36	47	20	53
NC_058070.1:23606114-23607420	Cluster_4902	N	3744	7928	2997	5176	4309
NC_058070.1:23716335-23716762	Cluster_4903	N	5	60	2	32	38
NC_058070.1:23753010-23753483	Cluster_4904	N	0	1	438	0	1
NC_058070.1:23758599-23759019	Cluster_4905	N	21	30	19	34	28
NC_058070.1:23773583-23774006	Cluster_4906	N	22	6	83	18	11
NC_058070.1:23774490-23775072	Cluster_4907	N	248	86	1133	149	202
NC_058070.1:23775246-23776047	Cluster_4908	N	389	42	1379	463	21
NC_058070.1:23852873-23853290	Cluster_4909	N	83	23	30	33	23
NC_058070.1:23883556-23884169	Cluster_4910	N	46	0	0	319	0
NC_058070.1:23893695-23895537	Cluster_4911	N	13	5853	36	1134	24
NC_058070.1:23896242-23896662	Cluster_4912	N	7	152	0	2	1
NC_058070.1:23896746-23897152	Cluster_4913	N	1	167	0	6	0
NC_058070.1:23948415-23948998	Cluster_4914	N	0	238	1	1	0
NC_058070.1:23956029-23956451	Cluster_4915	N	0	126	0	6	0
NC_058070.1:23985807-23986240	Cluster_4916	N	1863	1959	3383	1403	2236
NC_058070.1:24012551-24012979	Cluster_4917	N	84	215	1	0	181
NC_058070.1:24018147-24018562	Cluster_4918	N	0	17	42	39	63
NC_058070.1:24065340-24065776	Cluster_4919	N	0	9	0	485	2
NC_058070.1:24066199-24066643	Cluster_4920	N	223	9	8	1	8
NC_058070.1:24098249-24098649	Cluster_4921	N	74	21	0	22	26
NC_058070.1:24109195-24109622	Cluster_4922	N	90	38	219	2	0
NC_058070.1:24110328-24110755	Cluster_4923	N	19	102	3	24	151
NC_058070.1:24161660-24162179	Cluster_4924	N	637	22	19	12	15
NC_058070.1:24162424-24163825	Cluster_4925	N	448	726	136	116	412
NC_058070.1:24164062-24164502	Cluster_4926	N	379	15	3	1	6
NC_058070.1:24232756-24233156	Cluster_4927	N	0	30	38	0	20
NC_058070.1:24252037-24252753	Cluster_4928	N	12	2160	4	5	4
NC_058070.1:24256624-24257039	Cluster_4929	N	2	0	6	12	83
NC_058070.1:24276459-24277693	Cluster_4930	N	802	31	161	9	123
NC_058070.1:24293376-24293912	Cluster_4931	N	16	156	20	0	0
NC_058070.1:24682287-24682822	Cluster_4932	N	730	991	660	541	1281
NC_058070.1:24690866-24691281	Cluster_4933	N	22	67	0	0	0
NC_058070.1:24694481-24694935	Cluster_4934	N	1170	1773	2529	1535	1121
NC_058070.1:24798486-24798956	Cluster_4935	N	35	112	29	239	136
NC_058070.1:24800244-24800665	Cluster_4936	N	49	107	72	60	81
NC_058070.1:24800795-24801539	Cluster_4937	N	88	251	564	180	177
NC_058070.1:24804248-24804692	Cluster_4938	N	0	0	320	0	0
NC_058070.1:24807397-24807824	Cluster_4939	N	0	0	40	0	281
NC_058070.1:24809440-24810068	Cluster_4940	N	99	2	179	1983	3375
NC_058070.1:24816076-24816505	Cluster_4941	N	21	54	69	39	56
NC_058070.1:24818395-24818927	Cluster_4942	N	13	0	343	1	15
NC_058070.1:24818971-24819907	Cluster_4943	N	7	11	1629	26	9
NC_058070.1:24828065-24828506	Cluster_4944	N	36	100	824	71	113
NC_058070.1:24828721-24829146	Cluster_4945	N	122	0	475	0	1
NC_058070.1:24834678-24835088	Cluster_4946	N	0	0	146	0	0
NC_058070.1:24835347-24835815	Cluster_4947	N	0	0	306	3	1
NC_058070.1:24966090-24966517	Cluster_4948	N	109	4	0	6	3
NC_058070.1:25228421-25228963	Cluster_4949	N	112	472	123	223	149
NC_058070.1:25249533-25250303	Cluster_4950	N	109	118	125	46	565
NC_058070.1:25287683-25288098	Cluster_4951	N	0	0	29	0	102
NC_058070.1:25341139-25341567	Cluster_4952	N	190	17	58	0	1
NC_058070.1:25385775-25386559	Cluster_4953	N	2111	2246	1941	1353	2167
NC_058070.1:25495503-25495927	Cluster_4954	N	204	120	93	173	3
NC_058070.1:25888787-25889215	Cluster_4955	N	41	24	184	34	6
NC_058070.1:25898766-25899356	Cluster_4956	N	168	69	78	50	312
NC_058070.1:25902187-25902616	Cluster_4957	N	103	127	35	76	32
NC_058070.1:25906561-25906989	Cluster_4958	N	23	44	291	4	4
NC_058070.1:25908358-25908787	Cluster_4959	N	7	1	36	63	20
NC_058070.1:25909990-25910417	Cluster_4960	N	29	247	14	11	17
NC_058070.1:25910461-25911289	Cluster_4961	N	73	98	49	46	316
NC_058070.1:25912773-25913203	Cluster_4962	N	77	430	33	98	2
NC_058070.1:25923601-25924031	Cluster_4963	N	231	2	422	0	1
NC_058070.1:25927155-25927581	Cluster_4964	N	2	1	6	28	118
NC_058070.1:25929157-25929584	Cluster_4965	N	11	0	0	0	263
NC_058070.1:25929647-25930072	Cluster_4966	N	1	0	0	0	124
NC_058070.1:25936178-25936835	Cluster_4967	N	966	29	720	40	1436
NC_058070.1:25947268-25948342	Cluster_4968	N	108	2860	1294	44	3371
NC_058070.1:25948409-25949232	Cluster_4969	N	651	45	960	8	500
NC_058070.1:25949559-25951000	Cluster_4970	N	2066	852	186	349	2869
NC_058070.1:25959375-25960108	Cluster_4971	N	768	76	772	4	740
NC_058070.1:25960955-25961938	Cluster_4972	N	154	103	359	75	358
NC_058070.1:25966062-25966489	Cluster_4973	N	106	52	62	6	46
NC_058070.1:25976222-25976650	Cluster_4974	N	100	7	8	7	10
NC_058070.1:25983018-25983447	Cluster_4975	N	23	41	78	183	0
NC_058070.1:25984134-25984540	Cluster_4976	N	3	23	132	27	5
NC_058070.1:25986953-25987411	Cluster_4977	N	21	14	28	393	8
NC_058070.1:25987476-25987904	Cluster_4978	N	17	7	44	53	14
NC_058070.1:26004625-26005123	Cluster_4979	N	32	92	47	35	35
NC_058070.1:26016107-26016573	Cluster_4980	N	51	154	44	86	40
NC_058070.1:26017469-26018227	Cluster_4981	N	20	24	4	330	55
NC_058070.1:26024354-26024974	Cluster_4982	N	0	583	182	0	0
NC_058070.1:26050096-26050525	Cluster_4983	N	19	251	20	321	22
NC_058070.1:26052392-26052816	Cluster_4984	N	28	47	59	25	5
NC_058070.1:26064114-26064609	Cluster_4985	N	275	430	56	169	284
NC_058070.1:26071277-26071709	Cluster_4986	N	4100	10	3	14	5
NC_058070.1:26081996-26082424	Cluster_4987	N	28	11	153	8	1
NC_058070.1:26086794-26087221	Cluster_4988	N	12	97	29	158	0
NC_058070.1:26092866-26093296	Cluster_4989	N	141	39	120	6	8
NC_058070.1:26093367-26093810	Cluster_4990	N	8	253	297	12	76
NC_058070.1:26094147-26095028	Cluster_4991	N	172	0	5	517	11
NC_058070.1:26099686-26100106	Cluster_4992	N	4	6	3	78	52
NC_058070.1:26102010-26102656	Cluster_4993	N	73	110	96	41	66
NC_058070.1:26113421-26113857	Cluster_4994	N	86	52	209	48	11
NC_058070.1:26114466-26114889	Cluster_4995	N	34	44	20	65	14
NC_058070.1:26118589-26119008	Cluster_4996	N	1	0	5	165	3
NC_058070.1:26120443-26120870	Cluster_4997	N	3	2	3	96	4
NC_058070.1:26125893-26126302	Cluster_4998	N	28	0	38	79	18
NC_058070.1:26126440-26127104	Cluster_4999	N	11	1	24	1	690
NC_058070.1:26127336-26127763	Cluster_5000	N	10	0	19	3	240
NC_058070.1:26127945-26128437	Cluster_5001	N	9	1	16	2	441
NC_058070.1:26129023-26129863	Cluster_5002	N	215	291	47	1	3
NC_058070.1:26132140-26132568	Cluster_5003	N	138	159	72	37	42
NC_058070.1:26135225-26135654	Cluster_5004	N	21	353	30	11	13
NC_058070.1:26140582-26141473	Cluster_5005	N	250	66	107	362	88
NC_058070.1:26157265-26157692	Cluster_5006	N	14	25	17	380	20
NC_058070.1:26157941-26159491	Cluster_5007	N	232	370	566	349	670
NC_058070.1:26159537-26160475	Cluster_5008	N	439	804	742	1659	402
NC_058070.1:26160484-26161433	Cluster_5009	N	349	570	1688	910	354
NC_058070.1:26177004-26177418	Cluster_5010	N	0	83	0	0	20
NC_058070.1:26177957-26178517	Cluster_5011	N	94	89	108	56	173
NC_058070.1:26179177-26179672	Cluster_5012	N	4	199	556	154	327
NC_058070.1:26180108-26180537	Cluster_5013	N	12	25	140	202	43
NC_058070.1:26209278-26209707	Cluster_5014	N	260	30	378	28	32
NC_058070.1:26210498-26211049	Cluster_5015	N	106	24	280	6	138
NC_058070.1:26219958-26220534	Cluster_5016	N	543	5	207	958	367
NC_058070.1:26238680-26239096	Cluster_5017	N	0	0	16	11	289
NC_058070.1:26260168-26260764	Cluster_5018	N	75	507	42	22	2
NC_058070.1:26263387-26263790	Cluster_5019	N	52	2	63	20	48
NC_058070.1:26371604-26372374	Cluster_5020	N	1	0	0	663	484
NC_058070.1:26386770-26387367	Cluster_5021	N	9	522	7	560	162
NC_058070.1:26499104-26499797	Cluster_5022	N	227	6	1	3	3
NC_058070.1:26499910-26500340	Cluster_5023	N	202	12	0	9	2
NC_058070.1:26500969-26501390	Cluster_5024	N	192	2	0	3	0
NC_058070.1:26501557-26501983	Cluster_5025	N	99	5	2	3	5
NC_058070.1:26505670-26506276	Cluster_5026	N	723	8	8	2	0
NC_058070.1:26507741-26508148	Cluster_5027	N	161	7	6	0	1
NC_058070.1:26514778-26515207	Cluster_5028	N	69	1	5	247	369
NC_058070.1:26548147-26548790	Cluster_5029	N	13	2	101	18	1443
NC_058070.1:26549552-26550755	Cluster_5030	N	1014	8	20	580	134
NC_058070.1:26873978-26874068	Cluster_5031	Y	284	403	1041	851	191
NC_058070.1:26930974-26931450	Cluster_5032	N	342	500	518	444	574
NC_058070.1:26958086-26958508	Cluster_5033	N	2	57	3	9	27
NC_058070.1:26984439-26984868	Cluster_5034	N	197	49	102	180	51
NC_058070.1:27035676-27036098	Cluster_5035	N	28	11	64	11	14
NC_058070.1:27249490-27249916	Cluster_5036	N	143	0	5	0	25
NC_058070.1:27423753-27424169	Cluster_5037	N	2107	96	571	409	684
NC_058070.1:27453086-27453514	Cluster_5038	N	0	0	26	130	0
NC_058070.1:27480789-27481217	Cluster_5039	N	51	44	6	18	16
NC_058070.1:27519033-27519460	Cluster_5040	N	29	0	0	111	3
NC_058070.1:27784139-27784577	Cluster_5041	N	8	317	45	2	10
NC_058070.1:27927243-27927996	Cluster_5042	N	117	475	197	216	546
NC_058070.1:27930615-27931525	Cluster_5043	N	653	972	1175	401	482
NC_058070.1:27946131-27946559	Cluster_5044	N	180	23	0	2	0
NC_058070.1:27963342-27963775	Cluster_5045	N	1158	1349	2595	2579	1782
NC_058070.1:27985997-27986417	Cluster_5046	N	17	69	243	6	35
NC_058070.1:27991700-27992613	Cluster_5047	N	25	487	352	178	150
NC_058070.1:27995926-27996538	Cluster_5048	N	3369	1	9316	2809	5590
NC_058070.1:28000643-28001065	Cluster_5049	N	39	91	29	13	29
NC_058070.1:28004417-28004846	Cluster_5050	N	57	40	43	1	25
NC_058070.1:28028209-28029140	Cluster_5051	N	202	207	447	8	58
NC_058070.1:28037210-28037639	Cluster_5052	N	59	35	43	1	36
NC_058070.1:28053800-28054232	Cluster_5053	N	1237	428	1302	325	352
NC_058070.1:28057003-28057587	Cluster_5054	N	84	96	412	26	43
NC_058070.1:28076404-28077307	Cluster_5055	N	712	973	748	413	498
NC_058070.1:28101556-28101978	Cluster_5056	N	41	112	0	6	64
NC_058070.1:28105702-28106133	Cluster_5057	N	38	421	648	319	356
NC_058070.1:28120276-28120697	Cluster_5058	N	13	72	39	19	60
NC_058070.1:28149565-28150317	Cluster_5059	N	2924	4615	3088	456	1084
NC_058070.1:28154277-28154705	Cluster_5060	N	114	26	47	11	9
NC_058070.1:28175930-28176449	Cluster_5061	N	196	197	254	2	254
NC_058070.1:28180302-28180793	Cluster_5062	N	105	161	119	0	8
NC_058070.1:28182190-28182629	Cluster_5063	N	35	252	2	0	13
NC_058070.1:28183163-28183575	Cluster_5064	N	35	57	44	8	19
NC_058070.1:28264771-28265201	Cluster_5065	N	188	0	0	0	0
NC_058070.1:28309802-28310230	Cluster_5066	N	0	141	0	0	0
NC_058070.1:28312417-28312845	Cluster_5067	N	6	109	13	50	38
NC_058070.1:28313664-28314074	Cluster_5068	N	1	126	0	1	2
NC_058070.1:28334214-28334643	Cluster_5069	N	121	74	189	3	25
NC_058070.1:28336119-28336872	Cluster_5070	N	161	184	149	69	32
NC_058070.1:28340271-28340686	Cluster_5071	N	39	62	28	55	20
NC_058070.1:28368447-28369025	Cluster_5072	N	86	21	177	128	56
NC_058070.1:28384930-28385341	Cluster_5073	N	11	89	0	49	17
NC_058070.1:28401654-28402082	Cluster_5074	N	0	217	89	64	2
NC_058070.1:28419614-28420040	Cluster_5075	N	37	23	34	66	62
NC_058070.1:28423374-28423793	Cluster_5076	N	1	6	99	79	40
NC_058070.1:28423854-28424287	Cluster_5077	N	2357	9536	4665	3199	65
NC_058070.1:28433821-28434244	Cluster_5078	N	32	31	35	76	20
NC_058070.1:28451825-28452248	Cluster_5079	N	42	58	28	46	27
NC_058070.1:28455516-28455941	Cluster_5080	N	13	45	27	17	29
NC_058070.1:28464668-28465187	Cluster_5081	N	43	29	49	187	61
NC_058070.1:28535606-28536038	Cluster_5082	N	39	54	51	113	78
NC_058070.1:28581074-28581490	Cluster_5083	N	64	0	108	102	83
NC_058070.1:28634531-28634949	Cluster_5084	N	6	17	106	43	3
NC_058070.1:28639685-28640676	Cluster_5085	N	3561	475	982	933	10
NC_058070.1:28653315-28654030	Cluster_5086	N	52	479	155	164	124
NC_058070.1:28678303-28678720	Cluster_5087	N	8	48	3	1	56
NC_058070.1:28703559-28704176	Cluster_5088	N	662	1984	1918	256	217
NC_058070.1:28706970-28707390	Cluster_5089	N	36	311	336	151	182
NC_058070.1:28860477-28860902	Cluster_5090	N	0	1	14	0	121
NC_058070.1:28909598-28910272	Cluster_5091	N	7624	7340	10580	7317	7397
NC_058070.1:28920388-28920815	Cluster_5092	N	2	1	6	5	213
NC_058070.1:29038573-29039001	Cluster_5093	N	0	60	0	0	58
NC_058070.1:29058045-29058473	Cluster_5094	N	0	203	0	1	0
NC_058070.1:29074193-29074620	Cluster_5095	N	53	84	104	82	95
NC_058070.1:29080817-29081232	Cluster_5096	N	12	26	55	26	58
NC_058070.1:29208238-29208652	Cluster_5097	N	0	42	111	0	0
NC_058070.1:29360448-29360876	Cluster_5098	N	0	202	0	288	0
NC_058070.1:29414016-29414858	Cluster_5099	N	605	1496	664	868	636
NC_058070.1:29492012-29492439	Cluster_5100	N	41	65	63	0	0
NC_058070.1:29590444-29590859	Cluster_5101	N	45	8	7	76	10
NC_058070.1:29621557-29621975	Cluster_5102	N	38	16	33	19	15
NC_058070.1:29643321-29643751	Cluster_5103	N	148	21	1	49	1
NC_058070.1:29770429-29770845	Cluster_5104	N	237	0	2	0	2
NC_058070.1:30043919-30044333	Cluster_5105	N	13	31	19	19	24
NC_058070.1:30102630-30103177	Cluster_5106	N	118	583	15	27	171
NC_058070.1:30104787-30105211	Cluster_5107	N	16	18	17	23	40
NC_058070.1:30133968-30134395	Cluster_5108	N	31	1	15	320	46
NC_058070.1:30141977-30142403	Cluster_5109	N	0	128	17	0	0
NC_058070.1:30165608-30166033	Cluster_5110	N	100	0	0	0	0
NC_058070.1:30211961-30212380	Cluster_5111	N	26	94	33	58	3
NC_058070.1:30321029-30321443	Cluster_5112	N	21	32	7	14	20
NC_058070.1:30332008-30332435	Cluster_5113	N	59	0	63	0	6
NC_058070.1:30432875-30433302	Cluster_5114	N	52	28	59	29	95
NC_058070.1:30469126-30469554	Cluster_5115	N	0	315	31	504	39
NC_058070.1:30627912-30628342	Cluster_5116	N	110	39	0	31	13
NC_058070.1:30730738-30731168	Cluster_5117	N	108	55	182	135	80
NC_058070.1:30924503-30924999	Cluster_5118	N	176	201	273	45	206
NC_058070.1:30941746-30942180	Cluster_5119	N	6	398	2	4	3
NC_058070.1:31012508-31012923	Cluster_5120	N	12	45	3	17	38
NC_058070.1:31030095-31032084	Cluster_5121	N	2751	1161	5728	528	57
NC_058071.1:12766-13580	Cluster_5122	N	7432	39	1570	746	1
NC_058071.1:20809-21212	Cluster_5123	N	34	14	4	22	39
NC_058071.1:34586-35015	Cluster_5124	N	1	3550	185	104	6
NC_058071.1:275100-275593	Cluster_5125	N	4	3414	51	768	293
NC_058071.1:284696-285124	Cluster_5126	N	157	87	12	12	2
NC_058071.1:296268-296696	Cluster_5127	N	154	97	20	6	1
NC_058071.1:305391-305819	Cluster_5128	N	161	116	12	11	0
NC_058071.1:317018-317446	Cluster_5129	N	117	41	3	0	1
NC_058071.1:415378-415806	Cluster_5130	N	9	2	8	842	6
NC_058071.1:455514-456360	Cluster_5131	N	55	78	55	54	111
NC_058071.1:629455-629998	Cluster_5132	N	88	1	1	133	277
NC_058071.1:630307-630734	Cluster_5133	N	71	1	5	68	141
NC_058071.1:867893-868310	Cluster_5134	N	84	26	29	34	28
NC_058071.1:953285-953710	Cluster_5135	N	5	27	15	59	21
NC_058071.1:1075452-1075881	Cluster_5136	N	2	531	0	113	0
NC_058071.1:1219031-1219593	Cluster_5137	N	18	18	30	244	11
NC_058071.1:1221541-1222494	Cluster_5138	N	164	122	349	100	117
NC_058071.1:1244471-1244899	Cluster_5139	N	0	0	0	173	0
NC_058071.1:1291492-1291921	Cluster_5140	N	0	0	3	88	0
NC_058071.1:1299894-1300323	Cluster_5141	N	2	0	0	98	0
NC_058071.1:1349154-1349584	Cluster_5142	N	2	1	326	0	1028
NC_058071.1:1349691-1350113	Cluster_5143	N	8	5	89	4	38
NC_058071.1:1353245-1353689	Cluster_5144	N	1	0	43	8	982
NC_058071.1:1397566-1397995	Cluster_5145	N	32	56	45	15	40
NC_058071.1:1398370-1398892	Cluster_5146	N	361	267	10	31	106
NC_058071.1:1403831-1404274	Cluster_5147	N	166	235	388	228	539
NC_058071.1:1417117-1417547	Cluster_5148	N	8	3	5	617	0
NC_058071.1:1605007-1605426	Cluster_5149	N	51	201	103	50	42
NC_058071.1:1608004-1608423	Cluster_5150	N	119	140	289	68	96
NC_058071.1:1646991-1647418	Cluster_5151	N	196	516	1020	23	1326
NC_058071.1:1660158-1660607	Cluster_5152	N	18	103	31	172	9
NC_058071.1:1781653-1782081	Cluster_5153	N	99	60	165	241	235
NC_058071.1:1874072-1874753	Cluster_5154	N	1089	1044	1173	1753	1136
NC_058071.1:1923105-1923560	Cluster_5155	N	731	1501	764	1149	685
NC_058071.1:2007076-2007565	Cluster_5156	N	116	223	810	164	0
NC_058071.1:2010689-2011121	Cluster_5157	N	5	227	16	275	7
NC_058071.1:2024650-2026151	Cluster_5158	N	606	1449	1871	2466	828
NC_058071.1:2027480-2027895	Cluster_5159	N	460	223	4	228	0
NC_058071.1:2128971-2129471	Cluster_5160	N	668	12	889	39	151
NC_058071.1:2194841-2195265	Cluster_5161	N	3	2	69	44	0
NC_058071.1:2243246-2243675	Cluster_5162	N	89	32	162	9	25
NC_058071.1:2284470-2285119	Cluster_5163	N	2	1106	3	2	28
NC_058071.1:2285418-2285833	Cluster_5164	N	9	163	2	0	5
NC_058071.1:2286741-2287388	Cluster_5165	N	21	1266	8	2	25
NC_058071.1:2300034-2300458	Cluster_5166	N	10	73	12	13	0
NC_058071.1:2374756-2375185	Cluster_5167	N	111	0	0	368	0
NC_058071.1:2390014-2390438	Cluster_5168	N	1	85	35	136	0
